o1,o2,>,=,<,scene,freq,typical
books,bed-headboard,34,18,50,bedroom,102,">,<"
books,blind,14,26,82,living_room,122,<
books,book,485,11,19,kitchen,515,>
books,bookcase,15,378,106,living_room,499,=
books,bookcase-shelf,354,18,413,living_room,785,">,<"
books,box,19,65,31,kitchen,115,"=,<"
books,cabinet,91,62,217,kitchen,370,<
books,cabinet-door,72,46,126,kitchen,244,">,<"
books,carpet,324,28,0,living_room,352,>
books,ceiling fan,0,0,137,living_room,137,<
books,ceiling fan-blade,0,0,327,living_room,327,<
books,ceiling recessed light,0,0,143,kitchen,143,<
books,chair,60,43,20,kitchen,123,">,="
books,clock,16,14,90,living_room,120,<
books,curtain,25,179,20,kitchen,224,=
books,cushion,1290,180,414,living_room,1884,>
books,figurine,365,113,44,kitchen,522,>
books,flowerpot,140,19,10,kitchen,169,>
books,flowers,122,45,22,kitchen,189,>
books,mirror,17,49,113,living_room,179,"=,<"
books,night table,57,45,21,bedroom,123,">,="
books,picture,16,303,52,kitchen,371,=
books,picture-frame,122,47,114,living_room,283,">,<"
books,pillow,77,48,88,bedroom,213,">,=,<"
books,plant,209,105,52,kitchen,366,">,="
books,sconce,19,11,77,living_room,107,<
books,sculpture,108,24,61,living_room,193,">,<"
books,shelf,53,14,78,living_room,145,">,<"
books,shelves,30,17,103,kitchen,150,<
books,shelves-shelf,266,37,11,kitchen,314,>
books,table,12,54,38,kitchen,104,"=,<"
books,table lamp,167,107,221,living_room,495,">,=,<"
books,table lamp-base,111,16,80,living_room,207,">,<"
books,table lamp-column,194,61,153,living_room,408,">,<"
books,table lamp-highlight,52,18,101,living_room,171,">,<"
books,table lamp-light source,54,13,113,living_room,180,">,<"
books,table lamp-shade,151,56,236,living_room,443,">,<"
books,television,87,36,80,living_room,203,">,<"
books,vase,225,98,19,kitchen,342,">,="
books,wall,18,50,165,kitchen,233,<
books,window,38,21,62,kitchen,121,">,<"
books,window-pane,49,41,202,living_room,292,<
bottle,box,61,30,31,bathroom,122,">,=,<"
bottle,cabinet-door,80,98,16,bathroom,194,">,="
bottle,ceiling,0,0,112,bathroom,112,<
bottle,ceiling recessed light-light source,0,0,378,kitchen,378,<
bottle,cushion,24,54,49,kitchen,127,"=,<"
bottle,door-handle,57,67,305,bathroom,429,<
bottle,drawer-handle,55,0,49,bathroom,104,">,<"
bottle,drawer-knob,17,41,50,bathroom,108,"=,<"
bottle,floor,210,13,13,bathroom,236,>
bottle,mirror,0,20,178,bathroom,198,<
bottle,picture,41,29,61,bathroom,131,">,=,<"
bottle,wall,56,314,392,bathroom,762,"=,<"
bottle,window,12,20,112,bathroom,144,<
bowl,cabinet-drawer,338,24,49,kitchen,411,>
bowl,ceiling recessed light,0,0,610,kitchen,610,<
bowl,cushion,13,117,341,kitchen,471,<
bowl,drawer-handle,305,12,19,kitchen,336,>
bowl,picture,68,42,155,kitchen,265,">,<"
bowl,table lamp-column,15,17,112,living_room,144,<
bowl,table lamp-shade,12,0,153,living_room,165,<
bowl,vase,28,25,89,kitchen,142,<
bowl,wall,79,22,30,bathroom,131,>
box,bed,19,52,34,bedroom,105,"=,<"
box,book,11,21,77,kitchen,109,<
box,books,31,65,19,kitchen,115,">,="
box,bottle,31,30,61,bathroom,122,">,=,<"
box,cabinet,49,31,33,bathroom,113,">,=,<"
box,carpet,85,30,0,living_room,115,>
box,chair,85,22,10,kitchen,117,>
box,curtain,13,65,29,bathroom,107,"=,<"
box,cushion,179,119,280,living_room,578,">,=,<"
box,dresser-drawer,104,0,17,bedroom,121,>
box,floor,88,11,19,bathroom,118,>
box,night table,49,52,25,bedroom,126,">,="
box,night table-drawer,82,10,13,bedroom,105,>
box,outlet,44,19,53,kitchen,116,">,<"
box,pillow,36,45,90,bedroom,171,">,=,<"
box,shelves,13,48,49,kitchen,110,"=,<"
box,side table,75,54,51,living_room,180,">,=,<"
box,table lamp,46,14,149,living_room,209,<
box,table lamp-column,36,12,78,living_room,126,">,<"
box,table lamp-shade,35,0,107,living_room,142,<
box,wall,19,120,223,bathroom,362,"=,<"
box,window-pane,0,0,106,living_room,106,<
bucket,wall,10,23,226,bathroom,259,<
bulb-light source,wall,33,89,0,bathroom,122,=
cabinet,arm-inside arm,256,129,14,living_room,399,">,="
cabinet,armchair-arm,270,125,13,living_room,408,">,="
cabinet,armchair-leg,136,19,0,living_room,155,>
cabinet,bed,30,132,34,bedroom,196,=
cabinet,bed-headboard,13,50,37,bedroom,100,"=,<"
cabinet,blind,10,122,21,bathroom,153,=
cabinet,book,180,33,63,kitchen,276,>
cabinet,books,217,62,91,kitchen,370,>
cabinet,box,33,31,49,bathroom,113,">,=,<"
cabinet,cabinet-door,97,369,45,bathroom,511,=
cabinet,cabinet-drawer,136,324,14,bathroom,474,=
cabinet,carpet,119,21,0,kitchen,140,>
cabinet,ceiling,28,17,302,bathroom,347,<
cabinet,ceiling fan,0,12,88,kitchen,100,<
cabinet,ceiling fan-blade,0,15,92,kitchen,107,<
cabinet,ceiling recessed light,153,1044,139,bathroom,1336,=
cabinet,ceiling recessed light-aperture,18,140,17,bathroom,175,=
cabinet,ceiling recessed light-light source,130,676,78,bathroom,884,=
cabinet,ceiling spotlight,0,46,450,kitchen,496,<
cabinet,chair,1558,16,318,bathroom,1892,>
cabinet,chair-back,238,127,20,kitchen,385,">,="
cabinet,chest of drawers,474,298,10,kitchen,782,">,="
cabinet,chest of drawers-drawer,1307,12,37,bathroom,1356,>
cabinet,clock,54,76,160,kitchen,290,"=,<"
cabinet,coffee table-leg,147,0,0,living_room,147,>
cabinet,curtain,80,46,145,bathroom,271,">,<"
cabinet,cushion,46,17,38,kitchen,101,">,<"
cabinet,door,11,77,148,bathroom,236,"=,<"
cabinet,door-handle,66,144,33,bathroom,243,">,="
cabinet,door-hinge,316,268,261,kitchen,845,">,=,<"
cabinet,door-knob,96,120,32,bathroom,248,">,="
cabinet,door-pane,649,985,1023,kitchen,2657,">,=,<"
cabinet,drawer-handle,85,114,114,bathroom,313,">,=,<"
cabinet,drawer-knob,99,124,10,bathroom,233,">,="
cabinet,face-hand,17,58,88,kitchen,163,"=,<"
cabinet,figurine,139,64,157,kitchen,360,">,<"
cabinet,floor,287,189,11,bathroom,487,">,="
cabinet,flowerpot,298,16,20,bathroom,334,>
cabinet,flowers,295,113,51,bathroom,459,>
cabinet,lower sash-pane,82,0,69,kitchen,151,">,<"
cabinet,mirror,13,63,359,bathroom,435,<
cabinet,night table,68,67,16,bedroom,151,">,="
cabinet,outlet,25,13,96,bathroom,134,<
cabinet,pendant lamp,0,669,11,bathroom,680,=
cabinet,pendant lamp-light source,124,339,504,kitchen,967,"=,<"
cabinet,pendant lamp-shade,208,667,911,kitchen,1786,"=,<"
cabinet,picture,393,23,114,bathroom,530,>
cabinet,pillow,11,99,72,living_room,182,"=,<"
cabinet,plant,14,36,66,bathroom,116,"=,<"
cabinet,rug,76,25,0,bathroom,101,>
cabinet,sconce,35,16,192,bathroom,243,<
cabinet,sconce-shade,0,24,116,bathroom,140,<
cabinet,shelf,27,54,62,bathroom,143,"=,<"
cabinet,stool,10,100,0,bathroom,110,=
cabinet,stool-leg,287,24,0,kitchen,311,>
cabinet,table,306,153,50,kitchen,509,">,="
cabinet,table lamp,76,33,102,kitchen,211,">,<"
cabinet,table lamp-column,41,180,39,kitchen,260,=
cabinet,table lamp-highlight,45,56,11,bathroom,112,">,="
cabinet,table lamp-shade,60,10,70,kitchen,140,">,<"
cabinet,television,52,10,64,kitchen,126,">,<"
cabinet,vase,15,12,89,bathroom,116,<
cabinet,wall,56,463,1121,bathroom,1640,<
cabinet,window,398,51,210,bathroom,659,">,<"
cabinet,window-pane,70,69,139,kitchen,278,">,=,<"
cabinet-door,arm-inside arm,160,54,11,living_room,225,>
cabinet-door,armchair-arm,192,52,17,living_room,261,>
cabinet-door,blind,26,109,17,bathroom,152,=
cabinet-door,books,126,46,72,kitchen,244,">,<"
cabinet-door,bottle,16,98,80,bathroom,194,"=,<"
cabinet-door,cabinet,45,369,97,bathroom,511,=
cabinet-door,cabinet-drawer,171,297,207,bathroom,675,">,=,<"
cabinet-door,ceiling,35,277,194,bathroom,506,"=,<"
cabinet-door,ceiling fan-blade,0,14,170,kitchen,184,<
cabinet-door,ceiling recessed light,216,618,91,bathroom,925,=
cabinet-door,ceiling recessed light-aperture,25,87,27,bathroom,139,=
cabinet-door,ceiling recessed light-light source,168,389,46,bathroom,603,">,="
cabinet-door,chair,1310,322,222,kitchen,1854,>
cabinet-door,chair-back,385,112,46,kitchen,543,>
cabinet-door,chair-seat,210,35,0,kitchen,245,>
cabinet-door,chest of drawers-drawer,1784,12,121,bathroom,1917,>
cabinet-door,curtain,75,14,81,bathroom,170,">,<"
cabinet-door,door,253,41,99,bathroom,393,>
cabinet-door,door-handle,92,263,75,bathroom,430,=
cabinet-door,door-knob,115,268,76,bathroom,459,">,="
cabinet-door,drawer-handle,118,84,52,bathroom,254,">,=,<"
cabinet-door,drawer-knob,103,123,105,bathroom,331,">,=,<"
cabinet-door,floor,188,122,20,bathroom,330,">,="
cabinet-door,mirror,10,33,304,bathroom,347,<
cabinet-door,outlet,17,47,93,bathroom,157,"=,<"
cabinet-door,picture,386,11,68,bathroom,465,>
cabinet-door,picture-frame,34,31,59,kitchen,124,">,=,<"
cabinet-door,pillow,72,19,17,bedroom,108,>
cabinet-door,plant,545,114,54,bathroom,713,>
cabinet-door,sconce,67,11,177,bathroom,255,<
cabinet-door,sconce-light source,10,0,126,bathroom,136,<
cabinet-door,sconce-shade,10,0,153,bathroom,163,<
cabinet-door,shelf,47,27,52,bathroom,126,">,=,<"
cabinet-door,stool,215,39,0,kitchen,254,>
cabinet-door,stool-leg,327,28,0,kitchen,355,>
cabinet-door,switch,200,0,15,bathroom,215,>
cabinet-door,table lamp,61,21,71,kitchen,153,">,<"
cabinet-door,table lamp-shade,52,24,49,kitchen,125,">,<"
cabinet-door,television,49,11,45,kitchen,105,">,<"
cabinet-door,vase,13,96,78,bathroom,187,"=,<"
cabinet-door,wall,34,216,837,bathroom,1087,<
cabinet-door,window,382,18,135,bathroom,535,>
cabinet-door,window-pane,80,112,211,kitchen,403,"=,<"
cabinet-drawer,armchair-arm,61,31,24,living_room,116,">,=,<"
cabinet-drawer,back-spindle,131,41,0,kitchen,172,>
cabinet-drawer,bowl,49,24,338,kitchen,411,<
cabinet-drawer,cabinet,14,324,136,bathroom,474,=
cabinet-drawer,cabinet-door,207,297,171,bathroom,675,">,=,<"
cabinet-drawer,cabinet-side,17,48,476,kitchen,541,<
cabinet-drawer,cabinet-skirt,238,0,29,kitchen,267,>
cabinet-drawer,cabinet-top,0,0,801,kitchen,801,<
cabinet-drawer,ceiling,0,0,285,bathroom,285,<
cabinet-drawer,ceiling recessed light,0,0,181,bathroom,181,<
cabinet-drawer,ceiling recessed light-light source,0,0,105,bathroom,105,<
cabinet-drawer,chair,17,15,189,bathroom,221,<
cabinet-drawer,chair-back,56,46,22,kitchen,124,">,="
cabinet-drawer,chest of drawers-drawer,292,147,12,bathroom,451,">,="
cabinet-drawer,curtain,0,0,138,bathroom,138,<
cabinet-drawer,cushion,132,115,10,bathroom,257,">,="
cabinet-drawer,door,0,29,164,bathroom,193,<
cabinet-drawer,door-handle,76,49,134,bathroom,259,">,<"
cabinet-drawer,door-hinge,87,0,221,kitchen,308,<
cabinet-drawer,door-knob,144,66,108,bathroom,318,">,=,<"
cabinet-drawer,door-pane,28,13,1376,kitchen,1417,<
cabinet-drawer,drawer-handle,245,209,195,bathroom,649,">,=,<"
cabinet-drawer,drawer-knob,347,246,295,bathroom,888,">,=,<"
cabinet-drawer,floor,196,120,17,bathroom,333,">,="
cabinet-drawer,flowers,14,14,75,bathroom,103,<
cabinet-drawer,mirror,0,0,393,bathroom,393,<
cabinet-drawer,night table,33,34,35,bedroom,102,">,=,<"
cabinet-drawer,picture,0,0,115,bathroom,115,<
cabinet-drawer,pillow,35,28,107,bedroom,170,<
cabinet-drawer,pot,29,42,53,bathroom,124,">,=,<"
cabinet-drawer,sconce,0,0,270,bathroom,270,<
cabinet-drawer,sconce-light source,0,0,156,bathroom,156,<
cabinet-drawer,sconce-shade,0,0,319,bathroom,319,<
cabinet-drawer,towel,30,72,318,bathroom,420,<
cabinet-drawer,vase,24,17,99,bathroom,140,<
cabinet-drawer,wall,23,89,1040,bathroom,1152,<
cabinet-drawer,window,0,13,206,bathroom,219,<
cabinet-front,ceiling recessed light,15,44,237,kitchen,296,<
cabinet-front,drawer-knob,300,103,23,kitchen,426,>
cabinet-side,cabinet-drawer,476,48,17,kitchen,541,>
cabinet-side,ceiling recessed light,12,46,348,kitchen,406,<
cabinet-side,drawer-knob,270,16,14,kitchen,300,>
cabinet-skirt,cabinet-drawer,29,0,238,kitchen,267,<
cabinet-skirt,chest of drawers-drawer,0,13,96,kitchen,109,<
cabinet-skirt,drawer-handle,31,10,172,kitchen,213,<
cabinet-skirt,drawer-knob,14,0,138,kitchen,152,<
cabinet-skirt,wall,0,19,287,kitchen,306,<
cabinet-top,cabinet-drawer,801,0,0,kitchen,801,>
cabinet-top,ceiling,14,64,209,kitchen,287,<
cabinet-top,drawer-handle,531,0,0,kitchen,531,>
cabinet-top,wall,355,416,97,kitchen,868,">,="
candle,cushion,37,40,39,living_room,116,">,=,<"
candle,picture,35,13,77,living_room,125,">,<"
candle,wall,0,36,91,bathroom,127,<
candle holder,arm-inside arm,130,51,15,living_room,196,>
candle holder,armchair-arm,162,66,25,living_room,253,>
candle holder,curtain,12,208,294,living_room,514,"=,<"
candle holder,cushion,605,294,227,living_room,1126,">,=,<"
candle holder,floor,25,88,14,bathroom,127,=
candle holder,flowers,61,50,12,kitchen,123,">,="
candle holder,picture,288,247,19,bathroom,554,">,="
candle holder,table lamp,116,85,182,living_room,383,">,=,<"
candle holder,table lamp-base,70,33,38,living_room,141,">,=,<"
candle holder,table lamp-column,126,38,122,living_room,286,">,<"
candle holder,table lamp-highlight,41,26,79,living_room,146,">,<"
candle holder,table lamp-light source,47,10,78,living_room,135,">,<"
candle holder,table lamp-shade,102,40,175,living_room,317,">,<"
candle holder,vase,130,95,14,bathroom,239,">,="
candle holder,wall,30,33,60,bathroom,123,">,=,<"
candle holder,window,16,292,16,bathroom,324,=
carpet,armchair,0,168,290,living_room,458,"=,<"
carpet,armchair-arm,0,77,163,living_room,240,"=,<"
carpet,armchair-leg,55,74,30,living_room,159,">,="
carpet,bed,0,20,80,bedroom,100,<
carpet,books,0,28,324,living_room,352,<
carpet,box,0,30,85,living_room,115,<
carpet,cabinet,0,21,119,kitchen,140,<
carpet,curtain,0,0,404,living_room,404,<
carpet,cushion,15,110,947,living_room,1072,<
carpet,floor,19,22,121,kitchen,162,<
carpet,flowers,0,0,196,living_room,196,<
carpet,plant,0,26,325,living_room,351,<
carpet,side table,13,118,222,living_room,353,"=,<"
carpet,sofa,0,113,314,living_room,427,<
carpet,table lamp,0,10,369,living_room,379,<
carpet,table lamp-base,0,18,160,living_room,178,<
carpet,table lamp-column,0,11,270,living_room,281,<
carpet,table lamp-highlight,0,0,124,living_room,124,<
carpet,table lamp-light source,0,0,147,living_room,147,<
carpet,table lamp-shade,0,0,318,living_room,318,<
carpet,vase,0,34,274,living_room,308,<
ceiling,arm-arm panel,209,0,0,living_room,209,>
ceiling,arm-inside arm,575,0,0,living_room,575,>
ceiling,arm-outside arm,297,0,0,living_room,297,>
ceiling,armchair-arm,618,0,0,living_room,618,>
ceiling,armchair-back,168,0,0,living_room,168,>
ceiling,armchair-back pillow,178,0,0,living_room,178,>
ceiling,armchair-leg,313,0,0,living_room,313,>
ceiling,armchair-seat base,170,0,0,living_room,170,>
ceiling,armchair-seat cushion,271,0,0,living_room,271,>
ceiling,bathtub,234,0,0,bathroom,234,>
ceiling,bed-footboard,119,0,0,bedroom,119,>
ceiling,bed-headboard,508,0,0,bedroom,508,>
ceiling,bed-leg,206,0,0,bedroom,206,>
ceiling,blanket,105,0,0,living_room,105,>
ceiling,bottle,112,0,0,bathroom,112,>
ceiling,cabinet,302,17,28,bathroom,347,>
ceiling,cabinet-door,194,277,35,bathroom,506,">,="
ceiling,cabinet-drawer,285,0,0,bathroom,285,>
ceiling,cabinet-top,209,64,14,kitchen,287,>
ceiling,ceiling recessed light,68,90,19,bathroom,177,">,="
ceiling,ceiling spotlight,29,73,12,kitchen,114,=
ceiling,chandelier-shade,75,20,38,bathroom,133,">,<"
ceiling,chest of drawers,121,0,0,kitchen,121,>
ceiling,coffee table,588,0,0,living_room,588,>
ceiling,coffee table-leg,250,0,0,living_room,250,>
ceiling,curtain,104,29,0,bathroom,133,>
ceiling,door,103,88,0,bathroom,191,">,="
ceiling,door-handle,117,17,0,bathroom,134,>
ceiling,door-hinge,109,0,0,kitchen,109,>
ceiling,door-knob,100,0,11,bathroom,111,>
ceiling,door-muntin,227,0,0,kitchen,227,>
ceiling,door-pane,532,34,0,kitchen,566,>
ceiling,drawer-handle,122,0,0,bathroom,122,>
ceiling,drawer-knob,163,0,0,bathroom,163,>
ceiling,dresser-drawer,253,0,0,bedroom,253,>
ceiling,floor,351,0,0,bathroom,351,>
ceiling,floor lamp-column,179,0,0,living_room,179,>
ceiling,floor lamp-highlight,179,0,0,living_room,179,>
ceiling,floor lamp-light source,122,0,0,living_room,122,>
ceiling,floor lamp-shade,282,0,0,living_room,282,>
ceiling,mirror,204,102,0,bathroom,306,">,="
ceiling,night table,803,0,0,bedroom,803,>
ceiling,night table-drawer,332,0,0,bedroom,332,>
ceiling,ottoman,194,0,0,living_room,194,>
ceiling,pendant lamp,65,302,28,kitchen,395,=
ceiling,pendant lamp-cord,26,84,19,kitchen,129,=
ceiling,pendant lamp-light source,187,15,23,kitchen,225,>
ceiling,pendant lamp-shade,301,33,20,kitchen,354,>
ceiling,picture,127,13,41,bathroom,181,>
ceiling,plate,207,0,0,kitchen,207,>
ceiling,railing,122,39,27,living_room,188,>
ceiling,sconce,116,51,12,bathroom,179,">,="
ceiling,sconce-light source,91,20,0,bathroom,111,>
ceiling,sconce-shade,94,21,0,bathroom,115,>
ceiling,sofa-arm,717,0,0,living_room,717,>
ceiling,sofa-back,129,0,0,living_room,129,>
ceiling,sofa-leg,259,0,0,living_room,259,>
ceiling,sofa-seat base,267,0,0,living_room,267,>
ceiling,sofa-seat cushion,956,0,0,living_room,956,>
ceiling,table,124,0,0,kitchen,124,>
ceiling,table lamp-light source,326,0,0,living_room,326,>
ceiling,towel,420,0,0,bathroom,420,>
ceiling,vase,96,11,11,bathroom,118,>
ceiling,wall,488,787,62,bathroom,1337,">,="
ceiling,window,170,51,56,bathroom,277,>
ceiling,window-pane,116,11,0,kitchen,127,>
ceiling fan,armchair,127,0,0,living_room,127,>
ceiling fan,books,137,0,0,living_room,137,>
ceiling fan,cabinet,88,12,0,kitchen,100,>
ceiling fan,ceiling fan-blade,55,61,0,living_room,116,">,="
ceiling fan,curtain,145,16,0,living_room,161,>
ceiling fan,cushion,326,0,0,living_room,326,>
ceiling fan,pillow,114,0,0,bedroom,114,>
ceiling fan,side table,110,0,0,living_room,110,>
ceiling fan,table lamp,111,0,0,living_room,111,>
ceiling fan,table lamp-shade,106,0,0,living_room,106,>
ceiling fan,vase,107,0,0,living_room,107,>
ceiling fan-blade,armchair-arm,132,0,0,living_room,132,>
ceiling fan-blade,bed,131,0,0,bedroom,131,>
ceiling fan-blade,books,327,0,0,living_room,327,>
ceiling fan-blade,cabinet,92,15,0,kitchen,107,>
ceiling fan-blade,cabinet-door,170,14,0,kitchen,184,>
ceiling fan-blade,ceiling fan,0,61,55,living_room,116,"=,<"
ceiling fan-blade,ceiling recessed light-light source,53,11,38,kitchen,102,">,<"
ceiling fan-blade,curtain,120,19,0,living_room,139,>
ceiling fan-blade,cushion,355,0,0,living_room,355,>
ceiling fan-blade,dresser-drawer,102,0,0,bedroom,102,>
ceiling fan-blade,night table,127,0,0,bedroom,127,>
ceiling fan-blade,night table-drawer,140,0,0,bedroom,140,>
ceiling fan-blade,picture,252,10,0,living_room,262,>
ceiling fan-blade,pillow,158,0,0,bedroom,158,>
ceiling fan-blade,plant,158,0,0,living_room,158,>
ceiling fan-blade,sofa-arm,142,0,0,living_room,142,>
ceiling fan-blade,vase,110,0,0,living_room,110,>
ceiling fan-blade,window-pane,162,0,0,living_room,162,>
ceiling recessed light,arm-inside arm,669,0,0,living_room,669,>
ceiling recessed light,arm-outside arm,396,0,0,living_room,396,>
ceiling recessed light,armchair-arm,730,0,0,living_room,730,>
