object,entropy,total,red,orange,yellow,brown,green,blue,purple,pink,white,gray,black
pepperoni,0.0645,1247,0.9888,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0008,0.0,0.0
crouton,0.0665,81,0.0,0.0,0.0,0.9877,0.0,0.0,0.0,0.0,0.0123,0.0,0.0
cat tongue,0.0693,77,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.987,0.0,0.0,0.0
home base plate,0.0706,340,0.0,0.0029,0.0,0.0088,0.0,0.0,0.0,0.0,0.9882,0.0,0.0
wood dresser,0.0716,74,0.0,0.0,0.0,0.9865,0.0,0.0,0.0,0.0,0.0,0.0,0.0135
hardwood floor,0.0717,1377,0.0,0.0015,0.0007,0.9898,0.0007,0.0,0.0,0.0,0.0015,0.0051,0.0007
ketchup,0.0728,827,0.9879,0.0085,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrome towel bar,0.074,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.9859,0.0
wood dining table,0.0749,70,0.0,0.0,0.0,0.9857,0.0,0.0,0.0,0.0,0.0143,0.0,0.0
teeth,0.0749,70,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.0,0.9857,0.0,0.0
passenger tire,0.0749,325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0062,0.9877
bus windshield wiper,0.0755,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.9856
broccoli bunch,0.0757,238,0.0,0.0,0.0,0.0,0.9874,0.0,0.0084,0.0,0.0042,0.0,0.0
bike tire,0.0757,1168,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.006,0.0051,0.988
lemon,0.0759,1080,0.0,0.0102,0.987,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0
vine plant,0.0766,68,0.0,0.0,0.0,0.0,0.9853,0.0,0.0,0.0147,0.0,0.0,0.0
wiper,0.0805,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.9844
bread loaf,0.0824,348,0.0,0.0,0.0115,0.9856,0.0,0.0,0.0,0.0,0.0029,0.0,0.0
hardwood,0.0838,142,0.0,0.007,0.0,0.9859,0.0,0.0,0.0,0.0,0.0,0.007,0.0
forest vegetation,0.0848,60,0.0,0.0,0.0,0.0167,0.9833,0.0,0.0,0.0,0.0,0.0,0.0
cement path,0.0859,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831,0.0169
bus tire,0.0864,2576,0.0,0.0004,0.0,0.0004,0.0,0.0,0.0004,0.0,0.0035,0.0093,0.986
lemon head,0.087,364,0.0,0.0,0.9863,0.0055,0.0055,0.0,0.0,0.0,0.0,0.0,0.0027
car tire,0.0878,1259,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0119,0.9849
faucet fixture,0.0883,57,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.9825,0.0
spinach pizza,0.0886,2816,0.0014,0.0011,0.0014,0.0032,0.9876,0.0007,0.0,0.0,0.0007,0.0,0.0039
bride,0.089,713,0.0014,0.0,0.0,0.0084,0.0,0.0,0.0,0.0014,0.986,0.0,0.0028
broccoli leaf,0.0908,367,0.0,0.0,0.0027,0.0,0.9837,0.0,0.0136,0.0,0.0,0.0,0.0
water splash,0.0909,475,0.0084,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.9853,0.0021,0.0
baby deer,0.0915,109,0.0,0.0,0.0,0.9817,0.0,0.0,0.0,0.0,0.0183,0.0,0.0
windshield wiper,0.0918,1594,0.0,0.0,0.0013,0.0025,0.0,0.0,0.0,0.0,0.0,0.0119,0.9843
motorcycle tire,0.0925,2045,0.0,0.001,0.0,0.0005,0.0,0.0,0.0,0.0,0.0156,0.0,0.9829
metal knife blade,0.0936,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811,0.0189
cat chest,0.0944,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.985,0.005,0.0
corkboard,0.095,52,0.0,0.0192,0.0,0.9808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strawberry jam,0.095,52,0.9808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192
wood cupboard,0.098,50,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02
avocado slice,0.0996,49,0.0,0.0,0.0,0.0,0.9796,0.0,0.0,0.0,0.0,0.0,0.0204
bagel sandwich,0.1001,285,0.0,0.0,0.0,0.9825,0.007,0.0,0.0,0.0,0.0105,0.0,0.0
wood kitchen drawer,0.1004,97,0.0,0.0,0.0,0.9794,0.0,0.0,0.0,0.0,0.0206,0.0,0.0
brownie,0.1013,144,0.0,0.0,0.0,0.9792,0.0,0.0,0.0,0.0,0.0,0.0,0.0208
window wiper,0.1013,96,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.9792
styrofoam,0.1013,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9792,0.0208,0.0
broccoli plant leaf,0.1017,334,0.0,0.0,0.0,0.0,0.979,0.0,0.021,0.0,0.0,0.0,0.0
foam,0.1024,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9789,0.0211,0.0
tyre,0.1026,181,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0055,0.0055,0.9834
bread roll,0.103,164,0.0,0.0,0.0122,0.9817,0.0,0.0,0.0,0.0,0.0061,0.0,0.0
bathroom tissue,0.1035,110,0.0,0.0,0.0,0.0091,0.0,0.0091,0.0,0.0,0.9818,0.0,0.0
cork board,0.1038,93,0.0,0.0,0.0,0.9785,0.0,0.0,0.0,0.0,0.0215,0.0,0.0
oak floor,0.1058,208,0.0,0.0,0.0,0.9808,0.0,0.0,0.0,0.0,0.0048,0.0144,0.0
bathroom sink faucet,0.1059,214,0.0,0.0,0.0093,0.0093,0.0,0.0,0.0,0.0,0.0,0.9813,0.0
nickel faucet,0.1066,45,0.0,0.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.9778,0.0
commode,0.1084,202,0.0,0.0,0.0,0.0,0.0,0.0149,0.0,0.0,0.9802,0.0,0.005
dirt baseball mound,0.1085,44,0.0,0.0,0.0,0.9773,0.0,0.0,0.0,0.0,0.0,0.0227,0.0
lettuce leaf,0.1085,513,0.0019,0.0,0.0019,0.0,0.9805,0.0,0.0156,0.0,0.0,0.0,0.0
wave crashing,0.109,153,0.0,0.0,0.0,0.0131,0.0,0.0,0.0,0.0,0.9804,0.0065,0.0
violin,0.1092,103,0.0097,0.0097,0.0,0.9806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ivy plant,0.1096,344,0.0,0.0,0.0,0.0029,0.9826,0.0,0.0087,0.0029,0.0029,0.0,0.0
crow,0.1103,166,0.006,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.006,0.0,0.9819
string bean,0.1107,384,0.0,0.0,0.0,0.0052,0.9818,0.0,0.0,0.0,0.0078,0.0,0.0052
dirt ground,0.111,5446,0.0026,0.0031,0.0,0.9833,0.0002,0.0,0.0,0.0,0.0013,0.004,0.0055
hamburger meat,0.1125,168,0.0238,0.0,0.0,0.9762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blade,0.1136,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9759,0.0241
graham cracker,0.1147,41,0.0,0.0244,0.0,0.9756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scallion,0.1147,41,0.0,0.0,0.0,0.0,0.9756,0.0,0.0,0.0,0.0,0.0244,0.0
wiper blade,0.1147,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244,0.9756
zebras eye,0.1148,1616,0.0,0.0,0.0,0.0217,0.0,0.0006,0.0,0.0,0.0006,0.0,0.9771
fir tree,0.1155,1838,0.0011,0.0,0.0,0.0033,0.9815,0.0,0.0,0.0,0.0103,0.0016,0.0022
broccoli head,0.1156,582,0.0,0.0,0.0017,0.0017,0.9811,0.0,0.0017,0.0,0.012,0.0017,0.0
cherry,0.1162,272,0.9816,0.0,0.0,0.0037,0.0037,0.0,0.0037,0.0,0.0,0.0,0.0074
tennis court line,0.1164,3741,0.0016,0.0011,0.0091,0.0003,0.0003,0.0029,0.0,0.0008,0.9824,0.0005,0.0011
taillight,0.118,505,0.9782,0.0178,0.0,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.0
raspberry,0.1185,181,0.9779,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.0,0.0,0.0055
burger bun,0.1192,78,0.0,0.0,0.0256,0.9744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
voltage power line,0.1192,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,0.9744
sandwich roll,0.1192,39,0.0,0.0256,0.0,0.9744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrot piece,0.1194,530,0.0057,0.9811,0.0038,0.0,0.0057,0.0,0.0,0.0,0.0038,0.0,0.0
maraschino cherry,0.1198,92,0.9783,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0109
round rubber tire,0.1217,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263,0.0,0.9737
tangerine,0.1218,175,0.0171,0.9771,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0
jalapeno pepper,0.1225,858,0.0012,0.0,0.0023,0.0,0.9779,0.0,0.0,0.0,0.0,0.0012,0.0175
wood clock,0.1235,191,0.0,0.0,0.0052,0.9791,0.0,0.0,0.0,0.0,0.0105,0.0052,0.0
window air conditioner,0.1243,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973,0.0,0.027
home plate,0.1243,2592,0.0,0.0015,0.0015,0.01,0.0,0.0027,0.0,0.0,0.9803,0.0035,0.0004
tomato pizza,0.1255,2344,0.9757,0.0209,0.003,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dirt patch,0.1272,1660,0.0006,0.0048,0.0006,0.9795,0.0,0.0,0.0,0.0,0.0006,0.0042,0.0096
firewood,0.1277,774,0.0052,0.0052,0.0013,0.9806,0.0,0.0,0.0,0.0,0.0026,0.0013,0.0039
tree root,0.1279,107,0.0,0.0,0.0,0.972,0.0,0.0,0.0,0.0,0.0,0.028,0.0
raspberry sauce,0.1297,35,0.9714,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dirt,0.132,12078,0.0097,0.0026,0.0001,0.9777,0.0,0.0,0.0,0.0,0.0001,0.0007,0.0091
baguette,0.1327,34,0.0,0.0,0.0,0.9706,0.0,0.0,0.0,0.0,0.0,0.0,0.0294
wood material,0.1327,34,0.0,0.0,0.0,0.9706,0.0,0.0,0.0,0.0,0.0,0.0294,0.0
bluejean,0.1327,68,0.0,0.0,0.0,0.0,0.0,0.9706,0.0,0.0,0.0,0.0294,0.0
catsup,0.1327,34,0.9706,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf vegetable,0.1335,400,0.0,0.005,0.0,0.0025,0.9775,0.0,0.0125,0.0,0.0025,0.0,0.0
motorcycle shadow,0.1343,191,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0209,0.9738
cobalt,0.1358,33,0.0,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0,0.9697,0.0
field line,0.1358,33,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9697,0.0,0.0
baby carrot,0.1366,1834,0.0,0.9695,0.0,0.0,0.0305,0.0,0.0,0.0,0.0,0.0,0.0
water wave,0.137,524,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.9733,0.0057,0.0
lime,0.1372,456,0.0,0.0,0.0307,0.0,0.9693,0.0,0.0,0.0,0.0,0.0,0.0
steel fork,0.1377,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9691,0.0309
branch,0.1386,3771,0.0,0.0,0.0,0.9748,0.0167,0.0003,0.0,0.0,0.0003,0.0072,0.0008
metal eating utensil,0.1391,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.9688,0.0
lettuce,0.1393,1333,0.0,0.0,0.0008,0.0,0.9745,0.0,0.0128,0.0,0.012,0.0,0.0
outfield grass,0.1396,11795,0.0001,0.0002,0.0017,0.0193,0.9749,0.0001,0.0,0.0,0.0007,0.0019,0.0012
strawberry,0.1403,1189,0.9773,0.0017,0.0008,0.0025,0.0042,0.0,0.0,0.0118,0.0017,0.0,0.0
wave crest,0.1413,350,0.0,0.0,0.0,0.0,0.0057,0.0171,0.0,0.0,0.9743,0.0,0.0029
wood drawer,0.1415,123,0.0,0.0,0.0,0.9756,0.0081,0.0081,0.0,0.0,0.0081,0.0,0.0
straw hut,0.1425,31,0.0,0.0,0.0323,0.9677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind turbine,0.1443,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9672,0.0328,0.0
cinnamon roll,0.1446,73,0.0,0.0,0.0137,0.9726,0.0,0.0,0.0,0.0,0.0137,0.0,0.0
log cabin,0.1447,174,0.0,0.023,0.0,0.9713,0.0,0.0,0.0,0.0,0.0,0.0057,0.0
oak table,0.1453,288,0.0,0.0,0.0,0.9722,0.0,0.0,0.0,0.0,0.0,0.0104,0.0174
brussel,0.1461,30,0.0,0.0,0.0,0.0,0.9667,0.0,0.0,0.0,0.0,0.0333,0.0
cistern,0.1461,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9667,0.0,0.0333
vehicle tire,0.1484,386,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.0,0.0078,0.0104,0.9741
walkie talkie,0.15,58,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9655
omelet,0.1513,69,0.0,0.0,0.971,0.0145,0.0,0.0,0.0,0.0,0.0145,0.0,0.0
bark,0.1529,632,0.0,0.0,0.0,0.9684,0.0,0.0,0.0,0.0,0.0016,0.0285,0.0016
wood night stand,0.1541,28,0.0,0.0,0.0,0.9643,0.0,0.0,0.0,0.0,0.0357,0.0,0.0
metal tong,0.1541,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643,0.0357
bread stick,0.1541,28,0.0,0.0,0.0,0.9643,0.0,0.0,0.0,0.0,0.0357,0.0,0.0
shamrock,0.1541,28,0.0,0.0,0.0357,0.0,0.9643,0.0,0.0,0.0,0.0,0.0,0.0
airplane contrail,0.1541,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643,0.0357,0.0
glass beer,0.1541,28,0.0,0.0,0.0357,0.9643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cacti,0.1541,28,0.0,0.0357,0.0,0.0,0.9643,0.0,0.0,0.0,0.0,0.0,0.0
metal faucet,0.1562,283,0.0,0.0,0.0106,0.0035,0.0,0.0,0.0,0.0,0.0,0.9717,0.0141
sunflower,0.1574,1307,0.0,0.0184,0.9717,0.0061,0.0008,0.0,0.0008,0.0,0.0023,0.0,0.0
toilette,0.1584,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963,0.0,0.037
cement sidewalk,0.1589,323,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0,0.0186,0.969,0.0
rubber bus tire,0.1592,806,0.0,0.0012,0.0,0.0025,0.0,0.0025,0.0,0.0,0.0062,0.0149,0.9727
burger,0.1608,439,0.0182,0.0,0.0068,0.9704,0.0046,0.0,0.0,0.0,0.0,0.0,0.0
pine,0.1624,233,0.0,0.0,0.0,0.03,0.9657,0.0,0.0,0.0,0.0,0.0043,0.0
lawn,0.1626,1550,0.0,0.0,0.0,0.0265,0.9677,0.0,0.0,0.0,0.0013,0.0039,0.0006
icicle,0.1628,63,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0,0.9683,0.0159,0.0
wheat bread,0.163,104,0.0,0.0,0.0,0.9615,0.0,0.0,0.0,0.0,0.0385,0.0,0.0
aluminum foil,0.1634,373,0.0,0.0,0.0188,0.0,0.0,0.0054,0.0,0.0,0.0027,0.9705,0.0027
sink faucet,0.1639,650,0.0,0.0,0.0169,0.0015,0.0,0.0,0.0,0.0,0.0046,0.9708,0.0062
fron tire,0.1647,2164,0.0005,0.0014,0.0018,0.0,0.0014,0.0037,0.0,0.0,0.0116,0.0065,0.9732
cement pavement,0.1654,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9608,0.0392
wood flooring,0.1668,244,0.0,0.0082,0.0,0.9713,0.0,0.0041,0.0,0.0,0.0041,0.0123,0.0
deck board,0.1673,132,0.0,0.0,0.0,0.9697,0.0076,0.0,0.0,0.0,0.0076,0.0152,0.0
metal hub cap,0.1679,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04
toy squirrel,0.1679,25,0.0,0.04,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chive,0.1697,74,0.0,0.0,0.0405,0.0,0.9595,0.0,0.0,0.0,0.0,0.0,0.0
giraffe eye,0.1702,2199,0.0,0.0005,0.0032,0.0232,0.0018,0.0032,0.0,0.0,0.0,0.0,0.9682
zucchini,0.1714,157,0.0,0.0,0.0191,0.0064,0.9682,0.0,0.0,0.0,0.0,0.0064,0.0
wood floor,0.1722,998,0.0,0.004,0.002,0.9719,0.001,0.0,0.0,0.0,0.007,0.01,0.004
tomato slice,0.1723,885,0.9638,0.0316,0.0023,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0
tomato ketchup,0.1732,24,0.9583,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cat whisker,0.1736,1060,0.0,0.0009,0.0,0.0,0.0009,0.0,0.0,0.0,0.9651,0.0047,0.0283
baseball field grass,0.1741,3532,0.0,0.0,0.0006,0.0176,0.9691,0.0,0.0,0.0,0.002,0.0059,0.0048
strawberry piece,0.1743,119,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0
sausage sandwich,0.1754,339,0.0177,0.0,0.0,0.9676,0.0,0.0,0.0,0.0088,0.0059,0.0,0.0
metal shower head,0.176,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574,0.0426
bran muffin,0.1763,57,0.0,0.0,0.0175,0.9649,0.0,0.0,0.0,0.0,0.0175,0.0,0.0
wood stand,0.1768,84,0.0,0.0,0.0,0.9643,0.0,0.0,0.0,0.0,0.0119,0.0,0.0238
tomato plant,0.1769,209,0.0335,0.0,0.0,0.0048,0.9617,0.0,0.0,0.0,0.0,0.0,0.0
feta cheese,0.1781,140,0.0,0.0214,0.0143,0.0,0.0,0.0,0.0,0.0,0.9643,0.0,0.0
wood slat floor,0.1785,83,0.0,0.0,0.0,0.9639,0.0,0.0,0.0,0.0,0.0,0.0241,0.012
metal towel rack,0.1788,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.9565,0.0
baseball home plate,0.1788,69,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.9565,0.0,0.0
tea spoon,0.1788,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.9565,0.0
kumquat,0.1788,23,0.0,0.9565,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sage,0.1788,23,0.0,0.0,0.0,0.0,0.9565,0.0,0.0435,0.0,0.0,0.0,0.0
car brake light,0.179,133,0.9624,0.0075,0.0,0.0,0.0,0.0301,0.0,0.0,0.0,0.0,0.0
pepperonis,0.1814,55,0.9636,0.0182,0.0,0.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
root,0.182,81,0.0,0.0,0.0,0.963,0.0123,0.0,0.0,0.0,0.0,0.0,0.0247
cap wave,0.182,81,0.0,0.0,0.0,0.0,0.0,0.0123,0.0,0.0,0.963,0.0247,0.0
wood dock,0.1849,66,0.0,0.0,0.0,0.9545,0.0,0.0,0.0,0.0,0.0,0.0455,0.0
elk,0.1849,22,0.0,0.0,0.0,0.9545,0.0,0.0,0.0,0.0,0.0,0.0455,0.0
dog biscuit,0.1849,22,0.0,0.0,0.0455,0.9545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wood coffee table,0.1865,342,0.0029,0.0,0.0029,0.9649,0.0,0.0058,0.0,0.0,0.0,0.0,0.0234
wii,0.1906,1588,0.0013,0.0,0.0006,0.0,0.0013,0.0057,0.0,0.0013,0.9673,0.0164,0.0063
cobble stone sidewalk,0.1914,21,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9524,0.0
loaf,0.1914,21,0.0,0.0,0.0476,0.9524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato paste,0.1914,21,0.9524,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicken nugget,0.1914,21,0.0,0.0,0.0476,0.9524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind shield wiper,0.1919,99,0.0,0.0,0.0101,0.0,0.0,0.0,0.0,0.0,0.0,0.0303,0.9596
palm frond,0.1935,98,0.0,0.0,0.0102,0.0306,0.9592,0.0,0.0,0.0,0.0,0.0,0.0
egg yolk,0.194,227,0.0,0.0485,0.9515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steak,0.1943,336,0.0089,0.0,0.0,0.9613,0.0,0.0,0.0,0.003,0.0,0.0,0.0268
wood cabinet door,0.1951,141,0.0,0.0,0.0,0.9574,0.0,0.0,0.0,0.0,0.0355,0.0071,0.0
skiing slope,0.1954,1148,0.0026,0.0,0.0,0.0113,0.0,0.0078,0.0,0.0009,0.9669,0.0017,0.0087
brunette,0.1957,50,0.02,0.0,0.02,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
giraffe spot,0.1963,6927,0.0001,0.0139,0.0,0.9606,0.0,0.0,0.0,0.0,0.0003,0.0004,0.0247
leaf plant,0.1964,117,0.0,0.0085,0.0,0.0085,0.9658,0.0,0.0,0.0,0.0085,0.0,0.0085
wood end table,0.1975,244,0.0041,0.0,0.0,0.9549,0.0,0.0,0.0,0.0,0.0,0.0,0.041
metal cabinet handle,0.1985,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.05
coffee creamer,0.1985,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.0
milk,0.1989,430,0.0,0.0023,0.0116,0.014,0.0047,0.0023,0.0,0.0,0.9651,0.0,0.0
whitecap wave,0.1989,1101,0.0,0.0,0.0,0.0036,0.0,0.04,0.0,0.0,0.9555,0.0,0.0009
water tide,0.1995,153,0.0,0.0,0.0,0.0065,0.0065,0.0261,0.0,0.0,0.9608,0.0,0.0
cement,0.1996,1711,0.0041,0.0012,0.0029,0.0029,0.0012,0.0006,0.0,0.0,0.0199,0.9655,0.0018
bush branch,0.2,2748,0.0,0.0,0.0,0.9614,0.0262,0.0,0.0,0.0,0.0018,0.0058,0.0047
bare tree,0.2002,787,0.0,0.0,0.0,0.9632,0.0013,0.0,0.0,0.0,0.014,0.0152,0.0064
steel sink,0.2004,311,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0096,0.9614,0.0225
car wheel,0.2007,1091,0.0009,0.0009,0.0,0.0027,0.0009,0.0009,0.0,0.0,0.0137,0.0156,0.9643
oatmeal,0.201,59,0.0,0.0,0.0508,0.9492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airplane landing wheel,0.2015,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.949
wave breaking,0.2021,48,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.9583,0.0208,0.0
hamburger patty,0.2021,48,0.0208,0.0,0.0,0.9583,0.0,0.0,0.0,0.0208,0.0,0.0,0.0
hamburger bun,0.2039,135,0.0,0.0,0.0,0.9481,0.0,0.0,0.0,0.0,0.0519,0.0,0.0
showerhead,0.2055,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213,0.9574,0.0213
spot giraffe,0.2058,1963,0.0,0.0076,0.0,0.9567,0.0,0.0,0.0,0.0,0.001,0.0005,0.0341
dog cooking,0.2062,19,0.0,0.0,0.0,0.9474,0.0,0.0,0.0,0.0,0.0,0.0,0.0526
clementine,0.2062,38,0.0,0.9474,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
web,0.2062,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.9474
powdery,0.2062,19,0.0,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.9474,0.0,0.0
marinara sauce,0.2089,68,0.9559,0.0294,0.0,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wood entertainment center,0.2089,56,0.0,0.0,0.0,0.9464,0.0,0.0,0.0,0.0,0.0536,0.0,0.0
dirt bank,0.2096,76,0.0132,0.0,0.0,0.9605,0.0,0.0,0.0,0.0,0.0,0.0132,0.0132
back burner,0.2103,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,0.9459
banana bread,0.2111,92,0.0,0.0,0.0543,0.9457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brownie cup cake,0.2114,528,0.0,0.0019,0.0095,0.9621,0.0,0.0019,0.0,0.0,0.0076,0.0,0.017
chrome exhaust pipe,0.2116,127,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.9528,0.0394
toilet tissue,0.2127,241,0.0,0.0,0.0,0.0166,0.0041,0.0083,0.0,0.0,0.9627,0.0041,0.0041
airplane shadow,0.214,243,0.0,0.0,0.0,0.0165,0.0,0.0,0.0,0.0,0.0,0.0288,0.9547
wedding dress,0.2143,363,0.0,0.0028,0.011,0.0083,0.0,0.0055,0.0,0.0055,0.9642,0.0,0.0028
dirt hillside,0.2146,18,0.0,0.0,0.0,0.9444,0.0,0.0,0.0,0.0,0.0,0.0,0.0556
sausage patty,0.2146,18,0.0,0.0,0.0,0.9444,0.0,0.0,0.0,0.0,0.0,0.0,0.0556
metal piping,0.2146,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444,0.0556
spruce tree,0.2152,3096,0.0016,0.0003,0.0006,0.0178,0.9625,0.001,0.0,0.0,0.0068,0.0019,0.0074
pepperoni slice,0.2161,526,0.9468,0.0,0.0,0.0513,0.0,0.0,0.0,0.0019,0.0,0.0,0.0
fern plant,0.2162,85,0.0,0.0118,0.0,0.0353,0.9529,0.0,0.0,0.0,0.0,0.0,0.0
hoagie roll,0.2163,161,0.0,0.0062,0.0,0.9503,0.0,0.0,0.0,0.0,0.0435,0.0,0.0
chrome door handle,0.2164,44,0.0,0.0,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.9545,0.0227
dirt spot,0.2173,926,0.0,0.0011,0.0,0.9546,0.0,0.0,0.0,0.0,0.0032,0.0054,0.0356
metal fork,0.2181,529,0.0,0.0,0.0095,0.0095,0.0019,0.0,0.0,0.0,0.0095,0.9622,0.0076
receipt,0.2184,187,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.9572,0.0214,0.016
tomato,0.2189,3140,0.9506,0.043,0.0006,0.0,0.0054,0.0,0.0,0.0,0.0,0.0,0.0003
pine leaf,0.219,3077,0.0039,0.0016,0.0019,0.026,0.9597,0.0,0.0,0.0,0.0006,0.0026,0.0036
