,o1,o2,>,<,typical
3620,umbrella,decoration,224,87,>
3621,building,banner,1497,252,>
3622,person,eye,180,26,>
3623,pair,computer,50,369,<
3624,lettering,bus,120,1252,<
3625,tomato,paper,94,268,<
3626,corn,pepper,89,15,>
3627,dish,cheese,457,117,>
3628,refrigerator,house,80,26,>
3629,banner,logo,210,31,>
3630,body,field,19,119,<
3631,spot,cake,16,212,<
3632,monitor,button,1118,22,>
3633,bag,railing,68,249,<
3634,face,ceiling,27,78,<
3635,jacket,court,28,89,<
3636,plate,tv,64,227,<
3637,couple,bracelet,180,7,>
3638,plane,truck,2170,465,>
3639,tarmac,building,136,57,>
3640,smile,jean,13,98,<
3641,boulder,spot,229,34,>
3642,sleeve,dress,34,151,<
3643,sheep,duck,351,54,>
3644,mountain,letter,831,29,>
3645,dresser,clock,101,1,>
3646,towel,mouth,96,11,>
3647,drawer,cord,182,48,>
3648,cat,cat eating,125,40,>
3649,burner,microwave,40,344,<
3650,pillow,lampshade,689,236,>
3651,glass,eye,1565,167,>
3652,animal,yak,154,51,>
3653,glove,hole,73,30,>
3654,knob,banana,7,94,<
3655,wood,paw,101,13,>
3656,box,bench,74,323,<
3657,cake,orange,463,98,>
3658,tube,toilet,17,313,<
3659,zebra,face,2113,313,>
3660,zebra,wood log,108,27,>
3661,banner,vehicle,38,210,<
3662,sneaker,cat,60,263,<
3663,logo,roof,17,157,<
3664,farm,tree,169,27,>
3665,leg,wave,98,1855,<
3666,stream,bear,187,71,>
3667,pile,bag,766,293,>
3668,bowl,celery,124,29,>
3669,fin,surfer,2,315,<
3670,tan,herd,5,96,<
3671,pant,monitor,80,27,>
3672,blanket,string,73,29,>
3673,frame,outlet,158,2,>
3674,condiment,plate,77,236,<
3675,dress,spot,189,37,>
3676,pitcher,cake,34,86,<
3677,squirrel,leaf,194,55,>
3678,fork,hotdog,35,161,<
3679,bench,dog leash,159,13,>
3680,crowd,hat,1386,179,>
3681,bowl,potato,498,165,>
3682,ear,clothe,12,148,<
3683,mask,batter,24,408,<
3684,sign,hill,242,1079,<
3685,cord,stand,28,110,<
3686,hotdog,cap,101,11,>
3687,display,stove,13,99,<
3688,field,van,103,16,>
3689,dish,orange,279,100,>
3690,scarf,snow,179,706,<
3691,surf board,head,488,6,>
3692,number,portion,27,269,<
3693,box,slice,151,35,>
3694,string,horse,15,158,<
3695,refrigerator,bottle,1303,35,>
3696,statue,helmet,129,12,>
3697,toilet,brick,611,109,>
3698,tile,bicycle,43,144,<
3699,day,hill,234,27,>
3700,jacket,suit,538,1286,<
3701,sticker,bicycle,15,149,<
3702,window,turret,29,76,<
3703,building,forest,50,285,<
3704,paint,knob,104,5,>
3705,harness,horse,243,1357,<
3706,giraffe,hoof,1476,45,>
3707,bed,fabric,288,53,>
3708,sedan,building,61,336,<
3709,fence,cow nose,126,10,>
3710,jacket,tree,3932,9470,<
3711,woman,bike,24,138,<
3712,sign,roll,79,33,>
3713,head,clothe,22,104,<
3714,stop light,building,119,643,<
3715,cushion,wood,61,219,<
3716,keyboard,bottle,503,96,>
3717,moon,snow,4,112,<
3718,foot,rock,176,444,<
3719,streak,horse,0,136,<
3720,hand,robe,6,154,<
3721,bench,plane,31,81,<
3722,pot,cake,16,86,<
3723,sign,guy,401,1517,<
3724,logo,wave,22,1073,<
3725,bike,bottom,211,68,>
3726,rock,goggle,124,10,>
3727,ear,tusk,1023,93,>
3728,watch,knife,16,204,<
3729,bus,leaf,3682,468,>
3730,shirt,potato,148,53,>
3731,name,plane,72,650,<
3732,bench,cat,3707,1123,>
3733,letter,t-shirt,46,704,<
3734,knife,bunch,32,120,<
3735,plant,sticker,229,42,>
3736,letter,frame,50,468,<
3737,sweater,belt,135,11,>
3738,dish,design,170,39,>
3739,cheese,label,123,39,>
3740,shirt,sheep,549,1882,<
3741,heel,bench,19,134,<
3742,plate,tub,81,26,>
3743,sail boat,window,173,12,>
3744,knife,screw,119,1,>
3745,walkway,jacket,238,52,>
3746,elephant,weed,838,200,>
3747,pedestrian,van,45,105,<
3748,bed,eye,754,12,>
3749,television,lamp,820,351,>
3750,tarp,window,343,45,>
3751,table,skin,113,42,>
3752,train,stone,1435,257,>
3753,ball,wire,29,77,<
3754,fridge,pot,217,17,>
3755,blender,cat,2,109,<
3756,bedspread,mirror,142,33,>
3757,banana,smile,161,32,>
3758,shirt,loafer,90,18,>
3759,computer,apple,158,7,>
3760,trail,pole,115,34,>
3761,pant,glass,2487,752,>
3762,fruit,hand,206,88,>
3763,rug,handle,496,19,>
3764,roof,tile,227,93,>
3765,cat,pupil,574,6,>
3766,bride,candle,136,4,>
3767,pizza,leaf,1960,126,>
3768,tree,life preserver,131,8,>
3769,ear,couch,18,541,<
3770,packet,glass,34,118,<
3771,cabinet,dial,134,2,>
3772,buss,window,202,6,>
3773,ball,bleacher,68,223,<
3774,lamp,luggage,25,76,<
3775,couch,boot,114,7,>
3776,house,bag,247,94,>
3777,key,shirt,41,1127,<
3778,elephant,crack,172,22,>
3779,telephone,carpet,8,116,<
3780,ring,tooth,14,95,<
3781,mug,liquid,94,20,>
3782,catcher,camera,176,52,>
3783,controller,tv,84,251,<
3784,boat,device,149,20,>
3785,building,collar,151,17,>
3786,bear,fern,134,45,>
3787,salt,dish,22,92,<
3788,handle,broccoli,38,135,<
3789,tree,sofa,51,125,<
3790,window,rose,286,57,>
3791,cabbage,plate,64,223,<
3792,pool,flower,134,6,>
3793,orange,stem,1764,84,>
3794,tub,drain,114,0,>
3795,ear,seat,28,312,<
3796,train,symbol,267,12,>
3797,propeller,tire,127,18,>
3798,kitchen,container,446,12,>
3799,plant,ring,109,31,>
3800,ear,lamp,15,164,<
3801,wood,key,271,19,>
3802,bush,hoof,142,12,>
3803,letter,ceiling,11,210,<
3804,umbrella,walkway,198,473,<
3805,plug,box,8,99,<
3806,camera,couple,37,101,<
3807,napkin,tomato,326,129,>
3808,center,slice,29,116,<
3809,fencing,letter,98,6,>
3810,comforter,clock,111,5,>
3811,truck,highway,29,145,<
3812,kite,leg,443,114,>
3813,mouse,blind,12,227,<
3814,packet,bowl,21,146,<
3815,giraffe,door,1253,514,>
3816,guy,cellphone,231,79,>
3817,beach,sandal,221,10,>
3818,plate,sweater,150,822,<
3819,number,crowd,32,408,<
3820,logo,microwave,1,176,<
3821,dish,spoon,913,283,>
3822,window,cement,115,482,<
3823,snow,backpack,2934,746,>
3824,cow,mountain,978,3111,<
3825,clock,cap,221,92,>
3826,window,tree,4816,45486,<
3827,rock,container,40,95,<
3828,vegetable,zucchini,120,32,>
3829,liquid,animal,3,103,<
3830,letter,grill,17,109,<
3831,vent,toilet,24,405,<
3832,bubble,bear,156,529,<
3833,dog,yard,80,205,<
3834,pant,center,30,77,<
3835,weed,hat,98,25,>
3836,shirt,girl,817,294,>
3837,tooth brush,tile,28,80,<
3838,zebra,rock,10144,2468,>
3839,goalie,shirt,80,23,>
3840,truck,stack,204,28,>
3841,ear,puppy,80,749,<
3842,pant,snow boarding,8,119,<
3843,guard,sign,108,44,>
3844,pattern,handle,113,42,>
3845,day,spot,137,0,>
3846,seed,plate,79,577,<
3847,tomato,meal,4,261,<
3848,switch,glass,35,238,<
3849,tree,candle,169,21,>
3850,kitten,keyboard,171,36,>
3851,light,mannequin,57,164,<
3852,glove,couple,12,103,<
3853,bed,glass,775,76,>
3854,keyboard,blind,49,358,<
3855,screen,cable,133,43,>
3856,saddle,helmet,277,69,>
3857,sticker,refrigerator,5,353,<
3858,pillow,blanket,1839,6397,<
3859,logo,luggage,12,167,<
3860,letter,tent,17,359,<
3861,horse,string,158,15,>
3862,holder,toilet,29,456,<
3863,hand,guy,368,2218,<
3864,mouth,bird,61,259,<
3865,hill,shirt,1109,205,>
3866,rug,box,342,118,>
3867,sandal,tire,32,85,<
3868,pitcher,head,159,40,>
3869,bag,blind,62,251,<
3870,pond,bush,101,40,>
3871,lawn,pant,90,26,>
3872,collar,pant,18,239,<
3873,meal,rice,374,10,>
3874,eye,bus,10,99,<
3875,sticker,bowl,45,377,<
3876,paw,panda,24,262,<
3877,cloth,spoon,140,48,>
3878,stripe,beach,57,326,<
3879,hand,tablet,24,81,<
3880,design,pair,156,408,<
3881,strawberry,cup,54,157,<
3882,beer,knife,93,35,>
3883,toilet,flush,130,8,>
3884,pillar,bike,34,90,<
3885,bag,hotdog,32,78,<
3886,clock,skeleton,76,26,>
3887,trash,letter,228,56,>
3888,clock,label,217,62,>
3889,vehicle,building,1154,2904,<
3890,slope,ski,800,177,>
3891,signpost,letter,255,28,>
3892,cup,counter,158,472,<
3893,candle,flame,321,40,>
3894,cleat,pitcher,7,184,<
3895,dog,fabric,439,149,>
3896,tube,letter,117,13,>
3897,table,sign,1691,491,>
3898,handle,pizza cutter,5,107,<
3899,t-shirt,logo,527,51,>
3900,light,model,41,134,<
3901,nut,tree,4,108,<
3902,bunch,pant,364,154,>
3903,pillow,tattoo,102,8,>
3904,car,ear,932,90,>
3905,wave,ear,733,17,>
3906,store,shoe,162,7,>
3907,skirt,cup,121,18,>
3908,label,bear,53,184,<
3909,monitor,cd,116,6,>
3910,table,utensil,971,286,>
3911,leaf,locomotive,7,126,<
3912,surface,wheel,232,30,>
3913,scarf,dress,78,308,<
3914,seat,carriage,9,98,<
3915,ear,harness,14,191,<
3916,blanket,leaf,252,68,>
3917,comforter,curtain,458,169,>
3918,magazine,bed,19,213,<
3919,napkin,cat,29,125,<
3920,bolt,wire,8,162,<
3921,cat,cement,88,19,>
3922,hole,pair,48,378,<
3923,device,shirt,140,363,<
3924,tree,hat,10998,1838,>
3925,hand,lettuce,133,37,>
3926,mirror,necklace,87,19,>
3927,table,light,5210,1252,>
3928,bag,suv,44,147,<
3929,building,roof,3796,1053,>
3930,comforter,blind,139,27,>
3931,gate,shoe,189,13,>
3932,umbrella,pocket,218,16,>
3933,jacket,boat,287,1146,<
3934,baby,basket,120,32,>
3935,ripple,shore,40,146,<
3936,strap,box,44,106,<
3937,expanse,beach,77,31,>
3938,ladder,pillow,208,61,>
3939,track,shoe,261,46,>
3940,baby,brick,284,37,>
3941,archway,tower,26,103,<
3942,person,button,117,37,>
3943,sofa,door,448,138,>
3944,carpet,ball,96,17,>
3945,eye,sandwich,24,278,<
3946,child,baby,67,215,<
3947,kite,bottom,277,80,>
3948,trail,jet,103,34,>
3949,bench,ship,150,58,>
3950,fire extinguisher,door,11,127,<
3951,necklace,horse,14,232,<
3952,eye,cub,0,152,<
3953,cat,telephone,142,28,>
3954,handle,keyboard,19,157,<
3955,trash,seat,41,106,<
3956,face,arm,158,419,<
3957,speck,table,14,104,<
3958,purse,luggage,63,262,<
3959,skirt,face,86,17,>
3960,bracelet,bride,6,103,<
3961,surface,fruit,23,123,<
3962,switch,handle,28,89,<
3963,marina,boat,495,69,>
3964,mountain,raft,133,25,>
3965,sign,herd,4,120,<
3966,train,boot,142,6,>
3967,dress,sign,824,264,>
3968,bunch,tip,121,1,>
3969,bag,costume,5,147,<
3970,jean,pack,155,52,>
3971,banana,knob,94,7,>
3972,key,bottle,47,270,<
3973,ear,tshirt,2,107,<
3974,donut,spot,258,10,>
3975,wave,paddle,411,131,>
3976,screw,cat,0,331,<
3977,jet,symbol,180,11,>
3978,robe,shirt,173,72,>
3979,catcher,leg,415,84,>
3980,monitor,mouse,2757,94,>
3981,piano,table,113,47,>
3982,kid,flag,241,91,>
3983,bridge,ripple,524,68,>
3984,rock,strap,111,26,>
3985,house,ball,208,60,>
3986,diamond,shirt,43,221,<
3987,vest,skier,59,401,<
3988,key,keyboard,308,7793,<
3989,statue,leg,254,32,>
3990,umbrella,plastic,131,30,>
3991,twig,dog,39,176,<
3992,slice,pizza,394,1933,<
3993,refrigerator,steel,88,19,>
3994,lettering,paper,43,128,<
3995,bus,trash can,230,18,>
3996,number,banana,44,602,<
3997,bed,trim,136,23,>
3998,base,shelf,32,79,<
3999,chain,jean,56,132,<
4000,leg,seat,87,237,<
4001,light,monitor,128,450,<
4002,sugar,potato,219,32,>
4003,sticker,graffiti,42,196,<
4004,control,tile,29,81,<
4005,note,board,12,121,<
4006,shirt,brace,217,25,>
4007,head,bag,264,637,<
4008,orange,blind,44,153,<
4009,bush,track,152,390,<
4010,button,chef,4,104,<
4011,graffiti,umbrella,77,256,<
4012,cup,brush,86,22,>
4013,television,stone,187,21,>
4014,elephant,light,1367,369,>
4015,fan,cap,164,16,>
4016,bat,car,209,79,>
4017,eyebrow,guy,0,142,<
4018,condiment,shirt,17,148,<
4019,shade,dog,85,215,<
4020,bus,tile,161,68,>
4021,kid,scarf,111,37,>
4022,canoe,rock,132,35,>
4023,curtain,chest,164,53,>
4024,bear,step,210,81,>
4025,bowl,ceiling,20,82,<
4026,bed,fur,117,6,>
4027,cabinet,rack,159,63,>
4028,selfie,camera,280,23,>
4029,racket,leaf,172,45,>
4030,umbrella,graffiti,256,77,>
4031,fence,cellphone,74,28,>
4032,banana,glove,337,86,>
4033,cord,cabinet,33,322,<
4034,wrinkle,orange,23,213,<
4035,wire,computer,78,447,<
4036,controller,strap,83,18,>
4037,decoration,horse,12,129,<
4038,umbrella,pole,3139,901,>
4039,eye,racket,4,240,<
4040,vehicle,stop light,82,19,>
4041,tip,tree,80,1185,<
4042,plate,pen,158,33,>
4043,elephant,t-shirt,393,87,>
4044,reflector,bicycle,2,387,<
4045,basil,leaf,96,10,>
4046,jean,rain,9,153,<
4047,carpet,logo,140,18,>
4048,wii,sock,92,13,>
4049,house,tail,135,35,>
4050,glass,bench,253,2073,<
4051,bleacher,sign,100,13,>
4052,cat,stand,249,98,>
4053,bottle,pole,32,94,<
4054,mushroom,dish,18,165,<
4055,building,foot,383,126,>
4056,gate,bird,101,32,>
4057,fence,person,207,44,>
4058,paper,bar,24,82,<
4059,roof,beach,27,117,<
4060,burger,ketchup,91,31,>
4061,bike,box,301,81,>
4062,trolley,door,104,28,>
4063,bird,foliage,93,277,<
4064,bag,stand,72,190,<
4065,bottom,tower,44,145,<
4066,pair,outlet,111,2,>
4067,sandwich,portion,208,11,>
4068,tv,glass,657,262,>
4069,sheep,pebble,126,1,>
4070,sticker,shelf,18,180,<
4071,sign,wrist band,113,13,>
4072,door,logo,552,130,>
4073,poster,umbrella,78,216,<
4074,drain,sink,24,877,<
4075,board,note,121,12,>
4076,lamp,phone,911,208,>
4077,eye,hat,83,1785,<
4078,bar,handle,221,82,>
4079,handle,range,5,125,<
4080,sheep,day,24,369,<
4081,device,dog,20,113,<
4082,mail box,tree,7,160,<
4083,ear,stripe,569,1737,<
4084,face,number,610,71,>
4085,crowd,logo,290,9,>
4086,outlet,jean,1,112,<
4087,fork,number,210,19,>
4088,pizza,purse,117,46,>
4089,stove,light,625,143,>
4090,shirt,rider,117,416,<
4091,snow boarder,goggle,167,9,>
4092,drawer,monitor,45,121,<
4093,ring,knife,45,308,<
4094,cup,fan,12,91,<
4095,sock,bottom,53,132,<
4096,mouth,coat,38,359,<
4097,logo,guy,62,751,<
4098,shirt,mushroom,102,15,>
4099,pillowcase,bed,35,231,<
4100,bump,elephant,3,115,<
4101,helmet,teammate,3,137,<
4102,knife,copper,108,7,>
4103,horse,cap,2114,150,>
4104,toe,toilet,4,108,<
4105,nail,rock,10,104,<
4106,pair,couple,92,532,<
4107,bottom,field,27,216,<
4108,head,kite,99,1069,<
4109,chairlift,snow,27,73,<
4110,handle,bat,11,214,<
4111,cow,windmill,36,113,<
4112,hand,pizza,630,2583,<
4113,basket,shirt,491,1461,<
4114,outfit,leaf,128,31,>
4115,cap,day,0,138,<
4116,fan,sink,41,101,<
4117,guy,cup,554,26,>
4118,fruit,blueberry,183,49,>
4119,coke,shirt,4,113,<
4120,field,cow,4858,1389,>
4121,bicycle,arm,173,45,>
4122,elephant,ear,21022,2443,>
4123,chicken,feather,254,68,>
4124,pond,plant,134,23,>
4125,lunch,fork,195,3,>
4126,helmet,wave,46,422,<
4127,kite,stone,245,74,>
4128,cabinet,decoration,99,18,>
4129,fruit,seed,191,7,>
4130,forest,leg,213,9,>
4131,key,monitor,35,2194,<
4132,flower,statue,270,746,<
4133,tennis,sneaker,1304,22,>
4134,crack,pizza,8,107,<
4135,bottle,cake,47,611,<
4136,lampshade,rug,9,163,<
4137,cake,watch,412,33,>
4138,kite,pattern,96,11,>
4139,body,bench,30,88,<
4140,wave,torso,114,1,>
4141,sticker,snow,53,229,<
4142,cat nose,bag,5,185,<
4143,pole,surf board,29,104,<
4144,key,pillow,27,421,<
4145,patch,tie,38,104,<
4146,mirror,cord,279,36,>
4147,logo,fence,24,563,<
4148,pant,emblem,110,7,>
4149,elephant,wood,729,230,>
4150,cow,rock,2366,892,>
4151,face,bear,559,2473,<
4152,cleat,pair,50,124,<
4153,camera,sink,53,186,<
4154,trailer,pole,96,41,>
4155,guy,band,219,18,>
4156,pair,building,492,1863,<
4157,train,suv,183,15,>
4158,purse,umbrella,540,2854,<
4159,tip,dirt,10,116,<
4160,cabinet,faucet,1141,57,>
4161,curtain,decoration,151,38,>
4162,dot,building,11,120,<
4163,seat,armrest,112,32,>
4164,nut,table,45,113,<
4165,gold,plane,40,96,<
4166,brick,bus,395,1138,<
4167,finger,wii remote,84,21,>
4168,car,sandwich,20,125,<
4169,house,flag,618,85,>
4170,egg,dish,79,192,<
4171,herd,leg,169,1,>
4172,lip,baby,10,129,<
4173,suit,leg,531,44,>
4174,letter,court,17,526,<
4175,menu,hat,95,31,>
4176,carpet,toilet,77,193,<
4177,plate,lid,456,70,>
4178,sheep,skin,99,1,>
4179,cross,bus,31,112,<
4180,letter,awning,55,558,<
4181,clock,microwave,12,397,<
4182,lawn,pole,189,22,>
4183,building,neon,159,41,>
4184,lift,skier,101,31,>
4185,eyelash,shirt,3,105,<
4186,hat,building,587,3403,<
4187,rider,shoe,110,10,>
4188,crack,eye,99,5,>
4189,park,cap,163,16,>
4190,building,automobile,77,26,>
4191,stop light,train,4,200,<
4192,photograph,hand,151,62,>
4193,eye,stove,4,128,<
4194,hut,boat,25,86,<
4195,brick,carriage,50,118,<
4196,tower,horse,61,166,<
4197,bed,seat,106,18,>
4198,horse,shoulder,145,3,>
4199,table cloth,handle,127,18,>
4200,cat,latch,287,3,>
4201,orange,crease,146,4,>
4202,bowl,soda,148,32,>
4203,scissors,finger,147,53,>
4204,veggie,bowl,79,337,<
4205,tank,truck,36,151,<
4206,railing,post,217,59,>
4207,glass,bow,122,44,>
4208,boat,hut,86,25,>
4209,card,letter,109,21,>
4210,trim,bike,28,99,<
4211,door,guy,137,340,<
4212,rug,bedspread,19,81,<
4213,lettering,truck,82,425,<
4214,shade,jacket,38,94,<
4215,surf board,ripple,619,130,>
4216,button,blender,13,726,<
4217,arm,dress,138,381,<
4218,cooler,bottle,178,31,>
4219,building,graffiti,795,249,>
4220,bag,bat,35,224,<
4221,bowl,cucumber,422,65,>
4222,trash can,sink,15,93,<
4223,bacon,shirt,30,127,<
4224,pizza,cabinet,169,69,>
4225,pole,park,52,250,<
4226,dvd,television,9,224,<
4227,noodle,bean,44,151,<
4228,building,slat,92,22,>
4229,tie,photograph,26,85,<
4230,flower,pedal,456,33,>
4231,bike,peddle,97,5,>
4232,blender,bottom,126,32,>
4233,helmet,field,77,997,<
4234,bear,letter,1215,100,>
4235,truck,pant,804,250,>
4236,table,salt,561,74,>
4237,banana,center,134,52,>
4238,door,shop,29,89,<
4239,bike,baby,115,33,>
4240,person,fence,44,207,<
4241,shirt,chocolate,215,76,>
4242,letter,tower,28,435,<
4243,light,booth,19,113,<
4244,door,hinge,608,12,>
4245,lamp,handle,371,52,>
4246,arm,ramp,59,306,<
4247,body,house,129,27,>
4248,thumb,table,46,137,<
4249,seat,railing,31,79,<
4250,eye,scarf,28,462,<
4251,blade,helicopter,29,93,<
4252,jet,door,328,26,>
4253,beam,train,135,355,<
4254,letter,baby,19,415,<
4255,bracelet,table,23,525,<
4256,dog,kitty,22,82,<
4257,salad,liquid,85,15,>
4258,letter,mug,13,362,<
4259,wheel,tent,58,224,<
4260,sneaker,fence,68,636,<
4261,faucet,toilet,74,2705,<
4262,bike,pile,89,25,>
4263,glove,snow,1280,9672,<
4264,umbrella,vase,251,58,>
4265,chrome,car,22,81,<
4266,paw,animal,31,382,<
4267,trim,leaf,199,62,>
4268,snow,tip,801,17,>
4269,plant,candle,253,74,>
4270,pair,bench,421,2855,<
4271,shirt,outlet,607,14,>
4272,cellphone,bench,45,232,<
4273,fruit,tree,294,730,<
4274,surfer,wet suit,86,36,>
4275,baby,bowl,229,43,>
4276,handle,poster,19,123,<
4277,knob,cup,46,156,<
4278,outlet,cat,0,641,<
4279,window,rainbow,29,275,<
4280,jacket,star,134,26,>
4281,glove,kitchen,3,100,<
4282,bottle,boat,14,96,<
4283,cord,eye,172,39,>
4284,snow,clock,419,179,>
4285,clock,shield,118,13,>
4286,mouse,television,5,101,<
4287,tire,ambulance,6,104,<
4288,kitchen,box,316,6,>
4289,soccer,car,162,4,>
4290,hook,boat,0,103,<
4291,horse,trash,205,30,>
4292,label,knife,30,104,<
4293,tower,track,33,114,<
4294,vase,ring,143,15,>
4295,keyboard,icon,304,11,>
4296,door,jar,214,26,>
4297,light,skyscraper,68,293,<
4298,smile,head,21,87,<
4299,claw,branch,15,112,<
4300,stove,switch,197,0,>
4301,book,mirror,185,666,<
4302,shirt,sneaker,3856,772,>
4303,jar,bag,37,222,<
4304,number,track,44,1034,<
4305,horse,hand,1800,236,>
4306,hat,cow,230,1413,<
4307,shoe,portion,82,210,<
4308,jacket,neck,164,17,>
4309,label,scissors,12,122,<
4310,fish,seagull,11,94,<
4311,toe,foot,33,644,<
4312,limb,zebra,19,113,<
4313,ear,surf board,2,147,<
4314,poster,truck,26,96,<
4315,logo,car,138,1128,<
4316,ring,table,82,796,<
4317,tooth,rock,43,148,<
4318,jean,leg,514,206,>
4319,dessert,spoon,389,70,>
4320,bottle,bus,12,99,<
4321,logo,box,59,470,<
4322,shoe,clothe,37,368,<
4323,television,box,359,90,>
4324,graffiti,skateboarding,40,150,<
4325,board,leaf,593,211,>
4326,pole,goat,24,148,<
4327,container,carrot,782,279,>
4328,mug,monitor,36,342,<
4329,pillow,t-shirt,78,201,<
4330,pasture,dog,105,3,>
4331,stripe,head,652,1833,<
4332,car,person,301,100,>
4333,pile,giraffe,341,879,<
4334,plant,bud,119,46,>
4335,bear,whisker,127,7,>
4336,cpu,keyboard,163,29,>
4337,meal,basket,95,6,>
4338,letter,toy,19,250,<
4339,coat,trash,130,47,>
4340,hole,cake,4,207,<
4341,bridge,number,369,40,>
4342,sink,trash can,93,15,>
4343,stripe,bird,294,1093,<
4344,ball,cone,78,30,>
4345,beer,pizza,177,668,<
4346,basket,bottom,116,48,>
4347,pant,collar,239,18,>
4348,telephone,light,58,172,<
4349,clock,shop,33,90,<
4350,planter,bench,85,281,<
4351,shirt,hole,771,149,>
4352,beard,eyebrow,177,10,>
4353,pair,wheel,1294,255,>
4354,dog,day time,2,129,<
4355,leaf,trunk,351,1086,<
4356,finger,camera,44,236,<
4357,bowl,jacket,46,348,<
4358,wood,cord,338,53,>
4359,leg,bike,67,311,<
4360,trainer,elephant,48,202,<
4361,pad,keyboard,31,200,<
4362,bang,horse,5,98,<
4363,cushion,tv,84,198,<
4364,glass,pen,373,122,>
4365,shoe,camera,145,435,<
4366,speaker,printer,21,147,<
4367,building,chain,601,136,>
4368,decor,bird,5,113,<
4369,arm,train,40,453,<
4370,vase,lip,124,10,>
4371,light,photograph,32,235,<
4372,bud,plant,46,119,<
4373,horse,gun,124,9,>
4374,desk,control,105,13,>
4375,horn,calf,8,111,<
4376,sign,bracket,465,49,>
4377,tap,toilet,7,380,<
4378,bowl,slice,768,160,>
4379,lace,jean,3,166,<
4380,flower,field,131,1183,<
4381,bear,bubble,529,156,>
4382,name,dog,31,168,<
4383,bean,basket,34,153,<
4384,bus,letter,6519,220,>
4385,plant,feather,218,36,>
4386,fence,trash,335,28,>
4387,counter,vent,76,31,>
4388,broth,bowl,29,84,<
4389,train,plaque,165,5,>
4390,chain,house,15,107,<
4391,camera,watch,267,32,>
4392,camera,spot,102,23,>
4393,apple,flower,414,171,>
4394,guy,day,20,158,<
4395,kitten,rug,97,33,>
4396,spot,building,92,1030,<
4397,curtain,phone,706,117,>
4398,t-shirt,suit,25,77,<
4399,umpire,arm,235,11,>
4400,ketchup,bowl,33,148,<
4401,fridge,box,328,60,>
4402,tail end,tree,4,303,<
4403,wheel,stapler,9,124,<
4404,glass,base,308,109,>
4405,room,book,142,7,>
4406,banana,curtain,106,398,<
4407,brick,apron,15,106,<
4408,day,jacket,527,31,>
4409,cat,grain,109,7,>
4410,office,desk,143,16,>
4411,dirt,logo,286,41,>
4412,sweater,snow,196,502,<
4413,blanket,dog nose,330,5,>
4414,crown,clock,16,125,<
4415,house,forest,22,208,<
4416,icing,cup,45,108,<
4417,surfer,silhouette,86,29,>
4418,phone,head board,0,104,<
4419,ear,surfer,1,264,<
4420,letter,ladder,25,171,<
4421,mirror,light,4317,730,>
4422,flower,knob,360,28,>
4423,number,patch,49,188,<
4424,hill,mane,104,4,>
4425,portion,fence,94,244,<
4426,soap,tile,53,277,<
4427,umbrella,weed,122,19,>
4428,jean,band,261,7,>
4429,liquid,pizza,38,508,<
4430,handle,number,341,73,>
4431,towel,apron,19,170,<
4432,helmet,skate board,132,706,<
4433,hoodie,horse,70,252,<
4434,leg,board,124,470,<
4435,planter,door,47,144,<
4436,knife,watch,204,16,>
4437,jar,table,234,629,<
4438,counter,light,928,249,>
4439,bowl,stripe,319,104,>
4440,chocolate,dessert,31,181,<
4441,vest,field,26,141,<
4442,toilet,camera,102,31,>
4443,skirt,band,95,5,>
4444,tail,zebras,15,106,<
4445,table,ring,796,82,>
4446,cow,belly,389,53,>
4447,handle,mirror,62,1571,<
4448,tshirt,tennis,2,116,<
4449,toy,jacket,53,126,<
4450,orange,umpire,8,150,<
4451,cup,sleeve,44,125,<
4452,container,counter,116,345,<
4453,orange,desk,38,121,<
4454,tree,mountain,3271,8465,<
4455,shirt,guy,3274,8936,<
4456,bark,squirrel,41,124,<
4457,lampshade,shirt,19,178,<
4458,mouse,poster,6,218,<
4459,hat,baby,123,461,<
4460,frisbee,forest,32,291,<
4461,letter,body,21,471,<
4462,lamb,ear,1179,20,>
4463,cap,pant,447,2223,<
4464,watch,fence,14,232,<
4465,zebra grazing,eye,303,4,>
4466,pole,glove,755,246,>
4467,pant,kid,476,1858,<
4468,yak,animal,51,154,<
4469,hat,tree,1838,10998,<
4470,fixture,train,28,165,<
4471,cable,leaf,139,31,>
4472,bar,letter,332,57,>
4473,keyboard,animal,113,25,>
4474,bike,trash,292,32,>
4475,bracelet,flower,30,127,<
4476,box,apple,1000,407,>
4477,stripe,bunch,108,254,<
4478,rock,panda,36,168,<
4479,car,cycle,33,98,<
4480,tie,curtain,127,380,<
4481,eye,bike,5,142,<
4482,bull,ear,497,15,>
4483,shoe,stroller,20,122,<
4484,knob,pipe,19,138,<
4485,finger,hat,66,351,<
4486,coat,snow,2528,6291,<
4487,skier,letter,534,16,>
4488,foot,jean,166,644,<
4489,tile,stain,101,33,>
4490,stripe,crosswalk,30,115,<
4491,symbol,cellphone,2,111,<
4492,vest,brick,125,46,>
4493,tv,stone,149,16,>
4494,guy,jacket,1833,610,>
4495,beach,hoodie,89,16,>
4496,hat,pizza,153,583,<
4497,wave,wrist band,114,0,>
4498,bus,table,164,53,>
4499,trash can,bus,18,230,<
4500,mouse,lamp,27,516,<
4501,horse,portion,234,76,>
4502,sticker,bike,26,248,<
4503,phone,key,792,118,>
4504,necklace,umbrella,44,571,<
4505,pipe,plane,7,107,<
4506,bird,breast,828,161,>
4507,t-shirt,lettering,91,13,>
4508,shirt,winnie,32,99,<
4509,device,couch,26,81,<
