,o1,o2,>,<,typical
948,ski stick,skier,92,229,<
949,neck,button,144,37,>
950,rug,pot,198,25,>
951,marking,sheep,30,290,<
952,curtain,chest,164,53,>
953,suit,day,10,200,<
954,shelf,faucet,309,49,>
955,bus,shoe,966,84,>
956,coat,bus,217,1387,<
957,stone,eye,398,19,>
958,bicycle,vest,184,32,>
959,tree,airplane nose,129,17,>
960,box,rug,118,342,<
961,lamp,letter,267,74,>
962,shirt,pen,858,115,>
963,backpack,stack,95,32,>
964,cloth,kite,17,109,<
965,person,kid,31,151,<
966,brake,bike,3,158,<
967,orange,light,1524,517,>
968,cap,plate,63,278,<
969,wood,key,271,19,>
970,mountain,bird,1061,301,>
971,branch,tree,2309,7374,<
972,bed,box,395,33,>
973,day,branch,108,3,>
974,bench,fixture,120,25,>
975,cow,buffalo,123,43,>
976,shirt,glove,2994,712,>
977,knob,glass,58,354,<
978,bottom,field,27,216,<
979,bicyclist,bus,39,132,<
980,trail,dog,135,52,>
981,surfer,tip,638,21,>
982,table,quilt,21,90,<
983,field,baby,132,42,>
984,car,skater,40,177,<
985,container,eye,141,43,>
986,fridge,box,328,60,>
987,church,flower,97,5,>
988,cabinet,handle,2386,109,>
989,foot,giraffe,40,280,<
990,skier,ski stick,229,92,>
991,pair,bleacher,26,139,<
992,cloth,handle,273,56,>
993,bowl,toddler,2,98,<
994,keyboard,drawer,94,223,<
995,cup,ketchup,141,57,>
996,lid,refrigerator,0,132,<
997,knife,portion,124,52,>
998,shade,ear,128,8,>
999,stain,bench,15,118,<
1000,suit case,window,88,30,>
1001,chain,elephant,170,1818,<
1002,bread,sugar,113,12,>
1003,visor,shirt,228,1329,<
1004,ceiling,hand,256,79,>
1005,tooth brush,tile,28,80,<
1006,fruit,bear,55,220,<
1007,handle,vest,10,140,<
1008,logo,guy,62,751,<
1009,whisker,window,32,236,<
1010,sticker,shelf,18,180,<
1011,hook,tile,26,110,<
1012,flag,stone,72,192,<
1013,bottle,dress,27,333,<
1014,stem,knife,31,198,<
1015,cleat,pair,50,124,<
1016,door,field,11,166,<
1017,lawn,hat,107,16,>
1018,handle,container,188,527,<
1019,window,apartment,16,159,<
1020,bush,curtain,25,77,<
1021,building,automobile,77,26,>
1022,window,elephant,54,1047,<
1023,surf board,shoe,204,50,>
1024,television,curtain,332,1081,<
1025,fruit,seed,191,7,>
1026,strap,bus,9,167,<
1027,snow,speck,113,0,>
1028,keyboard,iphone,77,29,>
1029,coaster,bowl,9,95,<
1030,plant,ear,1418,210,>
1031,tide,surfer,104,17,>
1032,fixture,tub,21,87,<
1033,keyboard,icon,304,11,>
1034,hoof,bull,30,201,<
1035,umbrella,duck,197,21,>
1036,mustache,guy,12,141,<
1037,outfit,bike,55,138,<
1038,center,train,60,203,<
1039,trash,pipe,149,60,>
1040,letter,giraffe,16,201,<
1041,button,suit,56,1290,<
1042,rock,object,236,93,>
1043,cabinet,spot,89,13,>
1044,plate,outlet,139,4,>
1045,dog nose,tan,17,117,<
1046,desk,control,105,13,>
1047,vase,rug,62,602,<
1048,wheel,dog,497,1703,<
1049,sleeve,shirt,638,1795,<
1050,rock,foliage,73,246,<
1051,dot,flower,37,145,<
1052,boot,patch,112,46,>
1053,paper,pillow,88,425,<
1054,plant,dot,171,7,>
1055,paper,plate,490,1186,<
1056,sofa,door,448,138,>
1057,bat,car,209,79,>
1058,spot,arm,35,254,<
1059,horse,feather,225,15,>
1060,pot,spot,121,16,>
1061,donut,cookie,179,57,>
1062,cake,corsage,106,3,>
1063,tree,tail,5545,349,>
1064,jacket,necktie,200,54,>
1065,trolley,door,104,28,>
1066,ski,stripe,303,31,>
1067,jacket,sun glass,228,24,>
1068,advertisement,dog,40,105,<
1069,apron,meat,153,35,>
1070,candle,decoration,38,227,<
1071,step,ear,116,6,>
1072,dress,gold,89,28,>
1073,skater,leaf,306,30,>
1074,number,cloth,8,132,<
1075,light,park,35,123,<
1076,cabinet,soap,103,1,>
1077,banner,vehicle,38,210,<
1078,meat,hotdog,6,98,<
1079,forest,bear,561,190,>
1080,table,binder,132,24,>
1081,cabbage,pepper,75,32,>
1082,hinge,window,16,359,<
1083,bike,skirt,198,33,>
1084,outlet,curtain,1,480,<
1085,horse,rock,3096,1005,>
1086,bush,snout,103,4,>
1087,beam,leaf,98,23,>
1088,ribbon,blanket,9,124,<
1089,asphalt,brick,80,25,>
1090,giraffe,shirt,2810,728,>
1091,telephone,computer,47,336,<
1092,curtain,cat nose,114,0,>
1093,wood,drawer,375,135,>
1094,cap,kitchen,6,99,<
1095,vent,fridge,10,90,<
1096,shirt,head light,190,19,>
1097,wire,dog,167,621,<
1098,outfit,tennis,31,242,<
1099,bike,helmet,5280,483,>
1100,faucet,stove,18,275,<
1101,fence,box,288,89,>
1102,nail,rock,10,104,<
1103,lane,car,362,120,>
1104,pillow,cream,137,435,<
1105,tree,rose,99,37,>
1106,desk,telephone,508,71,>
1107,shirt,hat,18120,5937,>
1108,bracelet,wine,15,105,<
1109,walkway,window,1645,112,>
1110,helmet,cycle,22,162,<
1111,ear,kid,21,561,<
1112,window,skier,20,128,<
1113,car,indicator,170,23,>
1114,tile,tub,281,1403,<
1115,pillow,table cloth,32,86,<
1116,hand,door,342,1036,<
1117,pot,knife,238,88,>
1118,locomotive,rock,91,14,>
1119,fence,umpire,423,157,>
1120,tie,watch,671,100,>
1121,hole,head,41,122,<
1122,plant,flower,5336,2100,>
1123,outfit,leaf,128,31,>
1124,cow,camera,179,60,>
1125,bunch,head,521,183,>
1126,cabbage,bunch,26,92,<
1127,ski,girl,93,31,>
1128,phone,eye,1077,67,>
1129,scarf,skier,23,339,<
1130,rug,frame,208,65,>
1131,rain,dress,100,20,>
1132,slope,bottom,84,22,>
1133,umbrella,portion,350,116,>
1134,ladder,pillow,208,61,>
1135,portion,dog,119,550,<
1136,plant,cup,604,227,>
1137,dog,hook,114,2,>
1138,ketchup,bread,34,106,<
1139,pile,shoe,323,72,>
1140,pillow,speaker,264,84,>
1141,sweater,guy,140,435,<
1142,moon,cow,22,141,<
1143,phone,tablet,30,88,<
1144,bowl,toast,41,103,<
1145,balloon,cake,139,520,<
1146,window,necktie,35,107,<
1147,sneaker,arm,96,274,<
1148,bunch,pant,364,154,>
1149,logo,tree,133,1996,<
1150,toilet,stall,35,106,<
1151,bike,spot,171,35,>
1152,pizza,brick,378,143,>
1153,object,beach,52,336,<
1154,rail,jean,164,49,>
1155,pail,cow,7,220,<
1156,dish,cheese,457,117,>
1157,pillow,cot,19,130,<
1158,fish,broccoli,188,51,>
1159,trash,dirt,45,132,<
1160,stop light,building,119,643,<
1161,pant,officer,25,92,<
1162,lamp,luggage,25,76,<
1163,couple,stripe,248,43,>
1164,bus,wiper,551,61,>
1165,design,arm,95,246,<
1166,walkway,jacket,238,52,>
1167,pan,mushroom,120,22,>
1168,head,clothe,22,104,<
1169,bush,hoof,142,12,>
1170,shoe,advertisement,52,245,<
1171,sheet,key,151,14,>
1172,button,hat,268,1272,<
1173,chain,bear,76,429,<
1174,pitcher,crowd,56,198,<
1175,awning,purse,105,17,>
1176,squash,bunch,24,122,<
1177,car,glove,310,72,>
1178,flag,skyscraper,6,106,<
1179,lemon,sticker,110,26,>
1180,scarf,train,4,205,<
1181,sign,suit case,21,93,<
1182,flag,dock,52,149,<
1183,elephant,blouse,123,8,>
1184,plaque,train,5,165,<
1185,couch,ornament,170,9,>
1186,bench,dog leash,159,13,>
1187,flower,mountain,111,849,<
1188,faucet,towel,335,1712,<
1189,plane,pipe,107,7,>
1190,rug,box,342,118,>
1191,box,cap,278,70,>
1192,muffin,plate,129,336,<
1193,train,rope,114,7,>
1194,frisbee,beard,269,79,>
1195,bus,uniform,121,9,>
1196,day,bear,181,55,>
1197,vine,giraffe,38,138,<
1198,spot,bunch,34,359,<
1199,pot,rose,99,21,>
1200,tree,tongue,221,64,>
1201,eye,phone,67,1077,<
1202,donut,display,37,247,<
1203,forest,roof,94,8,>
1204,box,beer,43,145,<
1205,plant,helmet,240,49,>
1206,bike,pile,89,25,>
1207,counter,coffee maker,114,14,>
1208,giraffe,penguin,111,5,>
1209,building,day time,7,403,<
1210,bowl,potato,498,165,>
1211,ornament,table,17,144,<
1212,counter,letter,163,10,>
1213,head,paw,593,55,>
1214,day time,flower,111,0,>
1215,building,helmet,1907,282,>
1216,train,crate,94,20,>
1217,building,dish,101,7,>
1218,wheel,pizza,14,119,<
1219,field,lettering,236,12,>
1220,baby,trunk,90,11,>
1221,ice,pole,107,42,>
1222,counter,kitchen,102,497,<
1223,racket,necklace,206,24,>
1224,logo,bottom,71,248,<
1225,spectator,letter,349,35,>
1226,railing,bottom,123,44,>
1227,hill,leg,390,25,>
1228,basket,bottom,116,48,>
1229,wrap,shirt,44,143,<
1230,lemon,container,22,84,<
1231,crane,light,166,50,>
1232,hoof,giraffe,45,1476,<
1233,track,stripe,463,110,>
1234,sign,alleyway,18,99,<
1235,bird,breast,828,161,>
1236,pair,logo,902,143,>
1237,flower,phone,220,530,<
1238,cooler,umpire,0,123,<
1239,pair,lawn,13,90,<
1240,zebra,face,2113,313,>
1241,belly,elephant,38,362,<
1242,toilet,number,207,0,>
1243,cable,dog,38,159,<
1244,liquid,window,18,98,<
1245,tire,minivan,8,101,<
1246,logo,van,40,249,<
1247,light,switch,398,36,>
1248,flag,frisbee,101,276,<
1249,hump,giraffe,1,153,<
1250,hinge,mirror,3,133,<
1251,bottle,paw,93,22,>
1252,lid,vase,15,130,<
1253,skateboarding,foot,110,4,>
1254,train,cone,340,13,>
1255,dog,bread,692,252,>
1256,hole,cake,4,207,<
1257,flower,pumpkin,36,161,<
1258,vase,stripe,289,70,>
1259,sandwich,surface,166,20,>
1260,lamb,ear,1179,20,>
1261,toaster,plate,147,13,>
1262,eye,luggage,3,101,<
1263,backpack,desk,13,101,<
1264,glove,advertisement,22,96,<
1265,bear,jug,93,10,>
1266,animal,helmet,93,13,>
1267,blind,control,139,19,>
1268,pant,bowl,282,78,>
1269,couch,shelf,526,69,>
1270,dresser,bottle,104,10,>
1271,trunk,guy,36,118,<
1272,mug,desk,58,214,<
1273,toy,hat,237,99,>
1274,tv,control,631,91,>
1275,pitcher,leaf,149,16,>
1276,bracelet,helmet,26,103,<
1277,tail,brush,0,100,<
1278,base,blender,32,85,<
1279,hole,eye,80,32,>
1280,sticker,jean,15,251,<
1281,bottom,computer,7,99,<
1282,jar,table,234,629,<
1283,mirror,pipe,698,144,>
1284,petal,cat,14,150,<
1285,arrow,traffic,8,112,<
1286,marble,towel,112,31,>
1287,helmet,slope,63,675,<
1288,sign,cake,101,424,<
1289,guard,hat,99,8,>
1290,shoe lace,pant,2,116,<
1291,landscape,building,123,26,>
1292,zipper,sign,21,83,<
1293,dozen,donut,158,18,>
1294,sign,eye,494,46,>
1295,wood,knob,389,32,>
1296,collar,pant,18,239,<
1297,eye,neck,42,675,<
1298,door,tire,896,309,>
1299,backpack,wire,31,84,<
1300,hole,lid,25,75,<
1301,necklace,horse,14,232,<
1302,monitor,lamp,225,87,>
1303,suit,vest,243,75,>
1304,stove,handle,1150,74,>
1305,flower,statue,270,746,<
1306,pizza,egg,441,69,>
1307,boot,outfit,11,139,<
1308,giraffe,number,197,40,>
1309,paw,pair,9,134,<
1310,glove,orange,129,368,<
1311,cloth,mirror,62,238,<
1312,stripe,vase,70,289,<
1313,bench,backpack,1254,237,>
1314,foliage,plant,149,47,>
1315,tail,surfer,11,97,<
1316,trousers,snow,14,119,<
1317,rope,shoe,178,22,>
1318,towel,bidet,25,82,<
1319,bowl,cucumber,422,65,>
1320,thread,scissors,30,166,<
1321,meal,salad,247,25,>
1322,umpire,shoe,1174,70,>
1323,toilet,telephone,142,8,>
1324,tomato,squash,36,86,<
1325,rock,bridge,141,413,<
1326,post,bridge,95,321,<
1327,roof,eye,139,4,>
1328,arrow,hand,45,147,<
1329,cap,cow,64,324,<
1330,mouth,patch,33,84,<
1331,cable,desk,52,250,<
1332,dress,eye glass,100,6,>
1333,van,plate,91,14,>
1334,pitcher,door,15,136,<
1335,leg,wrinkle,123,23,>
1336,rug,control,147,5,>
1337,train,marking,157,21,>
1338,fur,ram,23,130,<
1339,bear,cake,66,342,<
1340,knife,cabinet,41,385,<
1341,couch,bowl,552,22,>
1342,pool,frisbee,116,8,>
1343,trolley,pole,134,15,>
1344,gate,hand,129,21,>
1345,knob,microwave,42,1746,<
1346,jar,label,203,18,>
1347,pipe,sink,146,1301,<
1348,donut,center,744,138,>
1349,letter,building,554,7302,<
1350,wrist,jacket,3,99,<
1351,pizza,decoration,162,54,>
1352,bark,squirrel,41,124,<
1353,sticker,refrigerator,5,353,<
1354,shirt,soldier,18,101,<
1355,kitchen,letter,102,1,>
1356,pan,sauce,208,44,>
1357,bedspread,mirror,142,33,>
1358,strap,bed,6,107,<
1359,bull,ear,497,15,>
1360,vest,skier,59,401,<
1361,shirt,rider,117,416,<
1362,pant,trouser,161,4,>
1363,hand,pillar,46,242,<
1364,racket,bag,123,23,>
1365,day,window,1320,41,>
1366,tan,drawer,91,37,>
1367,heel,dress,33,158,<
1368,cake,wire,87,18,>
1369,handle,refrigerator,35,1668,<
1370,skier,object,102,31,>
1371,design,bowl,119,667,<
1372,hat,pizza,153,583,<
1373,hole,towel,17,165,<
1374,jar,window,35,293,<
1375,horn,sheep,174,1675,<
1376,mountain,hand,609,87,>
1377,magazine,toilet,35,184,<
1378,dress,bench,268,680,<
1379,bed,vase,259,8,>
1380,basket,lettuce,98,31,>
1381,tablet,shirt,58,151,<
1382,neck,suit,2,135,<
1383,pizza,cabinet,169,69,>
1384,spatula,handle,116,16,>
1385,couch,stool,180,16,>
1386,bird,needle,91,27,>
1387,spot,vegetable,22,189,<
1388,fountain,flower,102,18,>
1389,band,sign,78,297,<
1390,bucket,tire,27,80,<
1391,fur,snow,103,244,<
1392,pair,jean,639,2049,<
1393,hat,couch,55,408,<
1394,toddler,sock,108,8,>
1395,advertisement,lettering,98,29,>
1396,button,container,55,254,<
1397,neck,fence,67,234,<
1398,sleeve,flower,81,31,>
1399,day,house,247,21,>
1400,bunch,knife,120,32,>
1401,dirt,belt,387,19,>
1402,bench,ring,201,23,>
1403,shoe,stroller,20,122,<
1404,kid,jersey,197,51,>
1405,banana,apple,3939,1674,>
1406,building,bracelet,135,7,>
1407,pumpkin,cat,70,239,<
1408,bow tie,umbrella,1,104,<
1409,sign,shelter,27,114,<
1410,slide,stone,98,17,>
1411,wheel,bush,132,542,<
1412,tv,light,1307,402,>
1413,hose,light,183,48,>
1414,bracelet,head,28,186,<
1415,microwave,object,103,21,>
1416,counter,object,127,24,>
1417,fruit,sandwich,14,93,<
1418,suv,light,748,145,>
1419,plate,nut,354,76,>
1420,umpire,crowd,44,332,<
1421,coffee maker,cup,138,23,>
1422,day,bird,594,20,>
1423,beanie,ski,57,234,<
1424,turf,shoe,139,25,>
1425,pillow,object,435,76,>
1426,tree,fire,72,29,>
1427,bowl,cow,29,107,<
1428,dog leash,bench,13,159,<
1429,cover,leaf,184,77,>
1430,pole,number,2650,327,>
1431,teddy,flower,180,32,>
1432,turkey,tire,99,18,>
1433,beard,ear,383,28,>
1434,bicycle,cup,108,8,>
1435,design,table cloth,33,163,<
1436,kite,spot,183,32,>
1437,barrier,flag,126,29,>
1438,wheel,step,71,205,<
1439,fruit,hand,206,88,>
1440,bag,costume,5,147,<
1441,rose,letter,103,25,>
1442,terrain,sheep,232,55,>
1443,reflector,building,10,158,<
1444,key,head,7,146,<
1445,pair,luggage,59,290,<
1446,graffiti,umbrella,77,256,<
1447,microwave,stack,121,21,>
1448,leg,elephant,380,3098,<
1449,bracelet,window,19,287,<
1450,dog,statue,90,292,<
1451,spot,wave,42,316,<
1452,seat,engine,39,91,<
1453,officer,window,178,27,>
1454,pair,rider,12,96,<
1455,kid,brick,228,60,>
1456,tree,emblem,274,2,>
1457,spot,table cloth,8,101,<
1458,surf board,t-shirt,78,22,>
1459,soccer,uniform,256,37,>
1460,hook,shirt,17,88,<
1461,metal arm rest,bench,18,82,<
1462,bird,plane,184,519,<
1463,bag,tarp,39,105,<
1464,onion,chicken,47,202,<
1465,light,hotel,13,99,<
1466,horse,decoration,129,12,>
1467,pot,number,159,4,>
1468,stain,cat,40,336,<
1469,television,stone,187,21,>
1470,antenna,tree,50,232,<
1471,portion,dish,16,93,<
1472,ladder,tile,143,8,>
1473,frisbee,post,189,70,>
1474,clock,church,48,582,<
1475,column,bus,70,166,<
1476,cow,windmill,36,113,<
1477,lawn,sign,198,67,>
1478,pond,bush,101,40,>
1479,window,shop,46,316,<
1480,bench,graffiti,440,85,>
1481,mattress,carpet,129,53,>
1482,goggle,skiing,10,272,<
1483,zebra eating,leaf,98,2,>
1484,label,hat,30,124,<
1485,track,rider,74,26,>
1486,hat,t-shirt,335,1296,<
1487,handle,step,17,139,<
1488,trim,truck,42,114,<
1489,orange,bread,80,200,<
1490,pair,lettering,187,69,>
1491,broccoli,muffin,0,104,<
1492,dog,scarf,696,208,>
1493,building,graffiti,795,249,>
1494,body,flag,279,48,>
1495,bag,suv,44,147,<
1496,engine,aircraft,17,194,<
1497,batter,foot,192,10,>
1498,map,bus,28,88,<
1499,sheep,bird,636,102,>
1500,forearm,shirt,10,98,<
1501,tomato,tip,77,24,>
1502,sheet,cup,112,8,>
1503,flower,shelf,194,515,<
1504,bike,outfit,138,55,>
1505,triangle,car,57,164,<
1506,snow board,bottom,123,24,>
1507,apron,bag,233,57,>
1508,windmill,pole,180,1,>
1509,steak,glass,104,17,>
1510,hill,portion,80,21,>
1511,bowl,desk,32,110,<
1512,ear,stripe,569,1737,<
1513,counter,sign,406,133,>
1514,rider,shoe,110,10,>
1515,sock,cat,29,336,<
1516,leaf,ceiling,16,95,<
1517,strawberry,shirt,32,131,<
1518,fire,pizza,68,283,<
1519,chest,zebra,8,164,<
1520,bear,rope,253,44,>
1521,scarf,glass,748,280,>
1522,flower,giraffe,165,1448,<
1523,container,bench,40,199,<
1524,spoon,mushroom,105,34,>
1525,wood,flag,203,36,>
1526,speaker,dog,41,428,<
1527,forehead,shirt,20,340,<
1528,bottle,vest,18,136,<
1529,number,paper,72,355,<
1530,bed,hand,738,59,>
1531,sign,figure,424,145,>
1532,jar,shelf,40,171,<
1533,parrot,tail,157,9,>
1534,collar,table,53,276,<
1535,window,crane,77,649,<
1536,doll,letter,122,9,>
1537,keyboard,figurine,110,11,>
1538,vehicle,leaf,722,286,>
1539,stove,light,625,143,>
1540,horse,forehead,134,15,>
1541,stripe,bike,175,534,<
1542,clock,weather,13,101,<
1543,button,plant,51,271,<
1544,door,head light,118,15,>
1545,pot,shelf,98,341,<
1546,horse,lettering,236,2,>
1547,tree,key,150,5,>
1548,sofa,control,249,5,>
1549,number,flower,130,555,<
1550,building,minivan,242,97,>
1551,bag,carrot,502,211,>
1552,dog,id tag,113,0,>
1553,sign,band,297,78,>
1554,gravel,pebble,97,33,>
1555,bottle,eye,443,44,>
1556,eye,scarf,28,462,<
1557,bread,light,266,30,>
1558,stripe,board,83,410,<
1559,hill,skier,1736,518,>
1560,shirt,sponge,160,0,>
1561,toilet,bar,482,165,>
1562,window,banner,434,1451,<
1563,sign,piano,20,84,<
1564,design,animal,30,89,<
1565,shirt,apple,1004,307,>
1566,ear,body,26,466,<
1567,giraffe,bench,147,15,>
1568,dish,stem,129,11,>
1569,kid,bracelet,138,11,>
1570,sticker,pant,10,213,<
1571,arrow,house,44,286,<
1572,beanie,tree,96,316,<
1573,bank,light,91,39,>
1574,spot,building,92,1030,<
1575,bridge,mirror,98,11,>
1576,orange,stem,1764,84,>
1577,plate,hole,686,48,>
1578,spoon,carrot,682,265,>
1579,beanie,skier,37,224,<
1580,building,foot,383,126,>
1581,shrub,spot,173,27,>
1582,window,field,52,715,<
1583,shirt,scale,118,42,>
1584,skirt,face,86,17,>
1585,refrigerator,orange,154,31,>
1586,truck,cover,165,27,>
1587,eye,bike,5,142,<
1588,horn,zebra,56,1149,<
1589,zebra,tan,1007,296,>
1590,scissors,bolt,186,10,>
1591,stain,pizza,2,127,<
1592,rim,building,23,127,<
1593,pile,toilet,59,207,<
1594,ball,beach,33,294,<
1595,mail box,tree,7,160,<
1596,skirt,strap,92,21,>
1597,t-shirt,plane,17,94,<
1598,wheel,tent,58,224,<
1599,face,jean,87,358,<
1600,camera,finger nail,110,0,>
1601,flag,forest,3,154,<
1602,hill,plant,307,86,>
1603,bow tie,button,201,48,>
1604,paint,sheep,24,376,<
1605,tail end,plane,8,182,<
1606,carpet,cat nose,122,1,>
1607,vehicle,cow,128,314,<
1608,helmet,day time,1,128,<
1609,scissors,label,122,12,>
1610,handle,curtain,37,782,<
1611,base,shelf,32,79,<
1612,block,flower,89,35,>
1613,umpire,arm,235,11,>
1614,kitchen,blind,141,16,>
1615,boot,kite,28,247,<
1616,store,box,94,16,>
1617,string,strap,34,83,<
1618,ski,design,148,7,>
1619,button,mouse,101,1011,<
1620,blanket,button,431,25,>
1621,person,car,100,301,<
1622,train,plank,292,31,>
1623,train,label,149,8,>
1624,guy,arm,1269,271,>
1625,guard,window,148,31,>
1626,pole,park,52,250,<
1627,candle,ceiling,6,94,<
1628,crowd,ball,288,42,>
1629,cap,horse,150,2114,<
1630,snow,light,2031,628,>
1631,cellphone,mouth,176,15,>
1632,orange,window,2070,874,>
1633,jar,handle,219,74,>
1634,umbrella,star,162,15,>
1635,screw,toilet,2,203,<
1636,snout,face,6,98,<
1637,streak,horse,0,136,<
1638,banner,logo,210,31,>
1639,cabinet,mat,89,37,>
1640,vase,spot,385,39,>
1641,kitchen,box,316,6,>
1642,beef,sauce,102,38,>
1643,eagle,flower,98,25,>
1644,eye,alligator,1,99,<
1645,fan,glove,144,15,>
1646,blazer,glass,225,24,>
1647,camera,mouth,309,17,>
1648,pitcher,letter,322,32,>
1649,hat,friend,5,125,<
1650,moss,wood,31,130,<
1651,blender,cabinet,58,186,<
1652,diamond,shirt,43,221,<
1653,wave,outfit,123,29,>
1654,mirror,dish,123,12,>
1655,stack,building,95,235,<
1656,shore,cow,147,26,>
1657,scenery,tree,97,9,>
1658,eye,ripple,1,236,<
1659,toddler,bowl,98,2,>
1660,bag,hoodie,78,230,<
1661,animal,head,1594,281,>
1662,leg,suit,44,531,<
1663,pad,tree,84,419,<
1664,finger,dress,19,216,<
1665,clothe,foot,85,28,>
1666,ring,couple,10,152,<
1667,bridge,day,18,87,<
1668,umbrella,key,106,6,>
1669,train,number,11410,222,>
1670,table,phone,1601,637,>
1671,arrow,truck,71,546,<
1672,cat,baby,101,248,<
1673,giraffe nose,fence,8,180,<
1674,suit,poster,170,28,>
1675,hat,tree,1838,10998,<
1676,steeple,bird,102,32,>
1677,patch,tie,38,104,<
1678,number,block,27,115,<
1679,deck,umbrella,251,105,>
1680,graffiti,arm,168,50,>
1681,banner,bus,77,880,<
1682,swan,neck,176,16,>
1683,mouth,shirt,258,4268,<
1684,tree,rod,112,36,>
1685,pebble,glass,5,109,<
1686,dog,brick,2063,544,>
1687,ear,apron,3,194,<
1688,seed,dog,22,284,<
1689,bank,rock,92,15,>
1690,glass,map,26,81,<
1691,button,stove,4,127,<
1692,wine,table,381,903,<
1693,pole,ramp,70,322,<
1694,wave,cable,129,42,>
1695,head rest,dog,21,102,<
1696,umbrella,emblem,116,5,>
1697,pizza,clock,153,45,>
1698,blade,knife,77,388,<
1699,book,rack,25,87,<
1700,pillow,curtain,1178,6138,<
1701,sauce,shirt,73,466,<
1702,cow,rope,1611,440,>
1703,parrot,flower,78,24,>
1704,bottle,bear,106,347,<
1705,horse,weather,5,95,<
1706,giraffe,hat,961,126,>
1707,leaf,costume,8,94,<
1708,base,bolt,132,9,>
1709,sedan,building,61,336,<
1710,ball,racket,501,1365,<
1711,watch,cow,2,180,<
1712,bowl,mouth,127,20,>
1713,blind,refrigerator,38,150,<
1714,tan,eye,533,21,>
1715,stone,path,39,216,<
1716,sweater,umbrella,238,1005,<
1717,spectator,number,493,60,>
1718,chain,weed,28,122,<
1719,kid,bush,130,46,>
1720,plant,bicycle,133,437,<
1721,letter,market,1,128,<
1722,coffee maker,tile,33,94,<
1723,snow,coat,6291,2528,>
1724,buggy,car,103,37,>
1725,tv,flower,420,140,>
1726,bracelet,shoe,64,199,<
1727,pair,blouse,32,111,<
1728,camera,television,36,89,<
1729,hand,lettuce,133,37,>
1730,fence,ear,3324,182,>
1731,horse,trash,205,30,>
1732,decoration,jacket,25,105,<
1733,gate,train,122,519,<
1734,audience,umpire,122,32,>
1735,pole,cone,338,133,>
1736,tomato,zucchini,13,117,<
1737,cleat,batter,23,248,<
