,o1,o2,>,<,typical
948,pair,apron,20,161,<
949,glass,rail,36,110,<
950,paper,pencil,210,34,>
951,plate,skin,250,30,>
952,letter,runway,7,233,<
953,cat,wheel,1095,306,>
954,donut,logo,443,42,>
955,light,rider,23,134,<
956,anchor,boat,18,302,<
957,meal,shrimp,97,17,>
958,couch,collar,163,2,>
959,box,fridge,60,328,<
960,board,tire,135,33,>
961,bush,twig,98,33,>
962,statue,foot,111,15,>
963,button,coffee maker,16,84,<
964,umbrella,band,189,53,>
965,head,cat,408,1212,<
966,bed,cat,2089,756,>
967,handle,sandwich,12,212,<
968,umbrella,cow,154,578,<
969,elephant,photograph,40,109,<
970,bus,tile,161,68,>
971,surfer,costume,127,14,>
972,butterfly,plant,18,91,<
973,harness,tree,44,177,<
974,crack,giraffe,18,225,<
975,counter,container,345,116,>
976,clock,shop,33,90,<
977,hat,dirt,232,1239,<
978,dog,bucket,422,54,>
979,ear,tent,11,90,<
980,skateboarding,foot,110,4,>
981,cap,vehicle,56,195,<
982,kettle,handle,173,31,>
983,foot,rock,176,444,<
984,guard,window,148,31,>
985,building,diamond,186,27,>
986,dog,tooth,1210,28,>
987,tier,flower,143,20,>
988,teddy,ear,664,132,>
989,mouse,curtain,9,322,<
990,hoof,giraffe,45,1476,<
991,bus,seat,718,192,>
992,flag,beach,169,594,<
993,logo,wheel,192,474,<
994,candle,flower,413,1175,<
995,fire,pizza,68,283,<
996,spot,field,13,720,<
997,kid,head,679,76,>
998,portion,ripple,92,29,>
999,nut,tree,4,108,<
1000,bush,flower,2866,793,>
1001,chef,container,135,27,>
1002,meal,bowl,465,63,>
1003,trunk,handle,171,5,>
1004,eye,bottom,47,331,<
1005,elephant,surface,149,51,>
1006,person,guy,43,347,<
1007,guitar,shoe,153,3,>
1008,elephant,spectator,242,102,>
1009,chandelier,plant,196,54,>
1010,guy,napkin,106,9,>
1011,orange,blind,44,153,<
1012,crowd,number,408,32,>
1013,sauce,board,22,135,<
1014,range,handle,125,5,>
1015,plant,rose,130,52,>
1016,bottle,poster,47,153,<
1017,lettering,railing,19,83,<
1018,flag,skyscraper,6,106,<
1019,logo,bottom,71,248,<
1020,pile,elephant,191,956,<
1021,ball,baby,23,94,<
1022,watch,kite,2,211,<
1023,couch,arm,310,95,>
1024,vehicle,head,194,33,>
1025,smile,hat,68,175,<
1026,trail,boat,104,40,>
1027,ear,lamp,15,164,<
1028,plane,blade,199,20,>
1029,bucket,bull,0,193,<
1030,knife,logo,141,22,>
1031,board,handle,882,120,>
1032,display,bag,191,69,>
1033,cat,tooth,321,13,>
1034,strawberry,shirt,32,131,<
1035,light,jeep,19,196,<
1036,pepper,meal,2,160,<
1037,clock,church,48,582,<
1038,dog nose,dog,347,16498,<
1039,note,board,12,121,<
1040,plane,number,2436,85,>
1041,letter,cup,65,888,<
1042,stool,light,561,202,>
1043,ring,sleeve,16,123,<
1044,mouth,vest,4,145,<
1045,pole,rail,174,545,<
1046,design,pair,156,408,<
1047,drain,sink,24,877,<
1048,beef,sandwich,31,221,<
1049,roof,shingle,197,76,>
1050,kite,sock,311,13,>
1051,umbrella,purse,2854,540,>
1052,window,rainbow,29,275,<
1053,tongue,fur,15,117,<
1054,pole,rust,101,43,>
1055,bus,letter,6519,220,>
1056,swan,beak,359,22,>
1057,truck,door,1873,279,>
1058,hotdog,cap,101,11,>
1059,trail,dog,135,52,>
1060,rack,curtain,18,99,<
1061,handle bar,bike,50,527,<
1062,microwave oven,stove,34,207,<
1063,finger,coat,14,147,<
1064,tie,groom,13,138,<
1065,flag,track,51,303,<
1066,bagel,blueberry,128,2,>
1067,dinner,knife,103,0,>
1068,blanket,button,431,25,>
1069,dessert,spoon,389,70,>
1070,tree,arm rest,121,15,>
1071,table,pin,83,30,>
1072,tip,tail,19,115,<
1073,ceiling,bed,105,438,<
1074,pillow,tattoo,102,8,>
1075,jean,rain,9,153,<
1076,mustard,bread,37,122,<
1077,table,sign,1691,491,>
1078,plant,computer,52,129,<
1079,t-shirt,house,60,147,<
1080,path,post,118,33,>
1081,bowl,counter,205,638,<
1082,elephant,spot,1252,94,>
1083,bleacher,sign,100,13,>
1084,shirt,bristle,157,0,>
1085,pillow,cord,697,94,>
1086,kitten,cord,110,13,>
1087,toddler,plate,156,14,>
1088,face,key,106,14,>
1089,rug,eye,180,21,>
1090,beard,head,110,288,<
1091,bear,opening,155,23,>
1092,logo,blanket,0,108,<
1093,box,snow,67,179,<
1094,belly,tree,16,267,<
1095,watch,pair,116,543,<
1096,bear,whisker,127,7,>
1097,bikini,surfer,37,126,<
1098,dessert,napkin,199,32,>
1099,letter,tower,28,435,<
1100,bike,leg,311,67,>
1101,head,kitchen,4,131,<
1102,forest,cap,116,2,>
1103,hat,friend,5,125,<
1104,spinach,sandwich,11,148,<
1105,weather,kite,179,13,>
1106,orange,collar,105,21,>
1107,pan,spoon,300,83,>
1108,toilet,brick,611,109,>
1109,jet,letter,457,13,>
1110,corn,plate,136,599,<
1111,fence,mirror,255,67,>
1112,glass,scarf,280,748,<
1113,counter,straw,109,7,>
1114,building,day time,7,403,<
1115,curtain,light,2473,440,>
1116,pattern,cup,63,169,<
1117,tree,plaque,268,27,>
1118,wheel,case,28,87,<
1119,impala,zebra,10,90,<
1120,terrain,sheep,232,55,>
1121,portion,bread,42,98,<
1122,tie,bed,10,107,<
1123,tree,mountain,3271,8465,<
1124,trim,bike,28,99,<
1125,leaf,greenery,27,272,<
1126,pole,taillight,143,14,>
1127,friend,pair,107,1,>
1128,hill,person,103,22,>
1129,bowl,desk,32,110,<
1130,chicken,bean,107,27,>
1131,pair,snow,2173,6962,<
1132,shirt,brace,217,25,>
1133,vest,truck,112,425,<
1134,bag,hotdog,32,78,<
1135,tomato,meat,191,453,<
1136,duck,zebra,24,226,<
1137,mail box,window,124,28,>
1138,hat,ice,29,166,<
1139,bread,handle,248,39,>
1140,taillight,tire,11,92,<
1141,tree,grate,211,45,>
1142,train,plaque,165,5,>
1143,curtain,ball,212,11,>
1144,slipper,shirt,16,145,<
1145,mannequin,sign,214,90,>
1146,roof,bear,29,84,<
1147,guy,flower,404,69,>
1148,head,pant,275,1663,<
1149,leg,mountain,46,427,<
1150,horn,giraffe,214,8639,<
1151,cake,paint,146,26,>
1152,shoe,heel,334,142,>
1153,mitt,uniform,8,149,<
1154,vase,camera,80,29,>
1155,expanse,boat,165,29,>
1156,doorknob,mirror,1,172,<
1157,gravel,pebble,97,33,>
1158,giraffe,dirt,3477,1468,>
1159,button,hat,268,1272,<
1160,weed,train,261,791,<
1161,piano,lamp,210,17,>
1162,apple,shelf,26,101,<
1163,trash can,shirt,63,181,<
1164,mirror,hanger,164,9,>
1165,label,scissors,12,122,<
1166,elephant,crack,172,22,>
1167,jar,bag,37,222,<
1168,trolley,pole,134,15,>
1169,cheese,banana,43,150,<
1170,helmet,field,77,997,<
1171,arm,desk,22,82,<
1172,cone,van,66,238,<
1173,flower,place mat,30,131,<
1174,bacon,shirt,30,127,<
1175,kite,landscape,49,119,<
1176,signpost,tree,59,190,<
1177,track,wheel,360,76,>
1178,surfer,sticker,166,0,>
1179,flower,park,61,146,<
1180,stripe,donut,109,257,<
1181,horse,tattoo,174,5,>
1182,boat,device,149,20,>
1183,pant,outfit,91,346,<
1184,building,dash,96,25,>
1185,logo,train,85,1660,<
1186,crate,train,20,94,<
1187,umbrella,stem,108,8,>
1188,zipper,sign,21,83,<
1189,tree,crate,172,58,>
1190,tree,bracket,147,9,>
1191,medal,shirt,25,85,<
1192,noodle,glass,90,29,>
1193,hotdog,tip,141,0,>
1194,pitcher,door,15,136,<
1195,beer,pizza,177,668,<
1196,number,baby,3,192,<
1197,wheel,fence,177,1077,<
1198,spot,banana peel,17,193,<
1199,buss,window,202,6,>
1200,portion,dog,119,550,<
1201,batter,catcher,5504,2099,>
1202,sign,smoke,55,310,<
1203,face,panda,22,109,<
1204,tire,scooter,33,744,<
1205,rock,pool,34,110,<
1206,beach,shoe,593,42,>
1207,flower,grape,92,36,>
1208,zebra,photograph,2,145,<
1209,beard,sweater,58,218,<
1210,sleeve,uniform,2,119,<
1211,dog,straw,499,98,>
1212,paint,bush,68,166,<
1213,kitchen,shirt,1128,171,>
1214,shuttle,plane,38,91,<
1215,fish,seagull,11,94,<
1216,butter,plate,58,684,<
1217,zebra,truck,202,55,>
1218,tile,doorknob,109,3,>
1219,pillow,bed,1603,18999,<
1220,bicycle,arm,173,45,>
1221,frame,logo,117,15,>
1222,wave,feather,169,34,>
1223,ramp,door,126,36,>
1224,cake,cream,497,83,>
1225,watch,wii,13,189,<
1226,curtain,mat,121,50,>
1227,ball,frisbee,55,186,<
1228,guy,ball,467,137,>
1229,letter,body,21,471,<
1230,car,locomotive,26,128,<
1231,selfie,phone,134,18,>
1232,forest,bear,561,190,>
1233,cloth,handle,273,56,>
1234,beanie,jean,32,88,<
1235,forest,bush,291,99,>
1236,window,skier,20,128,<
1237,van,window,6530,587,>
1238,bicycle,seat,1086,46,>
1239,orange,sticker,1623,63,>
1240,letter,neon,19,160,<
1241,snow,collar,145,16,>
1242,collar,book,25,130,<
1243,basket,rug,37,239,<
1244,fork,logo,123,26,>
1245,broth,bowl,29,84,<
1246,shirt,bill,107,12,>
1247,tire,turkey,18,99,<
1248,face,statue,57,198,<
1249,glass,train,149,1121,<
1250,glove,advertisement,22,96,<
1251,tv,cord,881,65,>
1252,ear,fence,182,3324,<
1253,bike,pile,89,25,>
1254,window,trim,409,1191,<
1255,broccoli,bit,101,22,>
1256,patch,button,126,21,>
1257,tissue,table,27,78,<
1258,mouth,bat,4,110,<
1259,tree,paint,1396,422,>
1260,handle,kite,46,398,<
1261,hole,elephant,71,431,<
1262,arm,teddy bear nose,135,2,>
1263,finger,computer,14,93,<
1264,dog,pendant,108,0,>
1265,jacket,beard,572,153,>
1266,knob,dog,38,542,<
1267,barricade,shirt,85,34,>
1268,window,fountain,20,225,<
1269,scarf,glass,748,280,>
1270,necklace,bird,43,123,<
1271,fork,spot,224,36,>
1272,rock,strap,111,26,>
1273,curtain,drawer,567,69,>
1274,lawn,fence,179,73,>
1275,pillow,basket,248,93,>
1276,foliage,branch,111,31,>
1277,glass,dessert,94,281,<
1278,lamb,ear,1179,20,>
1279,eye,calf,2,118,<
1280,stone,pizza,69,163,<
1281,shelf,leaf,161,21,>
1282,bike,hat,1611,202,>
1283,letter,giraffe,16,201,<
1284,collar,table,53,276,<
1285,cake,bird,218,61,>
1286,fish,cat,6,108,<
1287,dog,id tag,113,0,>
1288,pencil,keyboard,13,147,<
1289,fish,broccoli,188,51,>
1290,wire,mouth,91,16,>
1291,waist,shirt,21,79,<
1292,fabric,ear,166,32,>
1293,table,base,504,164,>
1294,ladder,giraffe,28,148,<
1295,umbrella,plastic,131,30,>
1296,slice,board,18,133,<
1297,kid,jersey,197,51,>
1298,post,day,4,141,<
1299,ladder,tile,143,8,>
1300,bumper,train,87,768,<
1301,bed,cream,176,31,>
1302,beach,swim suit,98,18,>
1303,van,hill,21,89,<
1304,bottle,finger,100,32,>
1305,cat,fixture,150,18,>
1306,onion,bun,87,314,<
1307,umbrella,block,284,75,>
1308,kitten,button,518,3,>
1309,trash,toilet,191,2061,<
1310,gold,plane,40,96,<
1311,glove,snow,1280,9672,<
1312,stripe,head,652,1833,<
1313,belly,horse,52,458,<
1314,cat,grain,109,7,>
1315,light,model,41,134,<
1316,trash,hole,96,28,>
1317,coat,spectator,33,116,<
1318,frame,letter,468,50,>
1319,bun,mustard,301,101,>
1320,bench,stain,118,15,>
1321,ski,design,148,7,>
1322,blueberry,plate,24,430,<
1323,pile,pizza,97,372,<
1324,tennis,watch,241,5,>
1325,tennis,dirt,94,33,>
1326,paper,drawer,85,213,<
1327,pot,button,138,21,>
1328,curtain,building,151,475,<
1329,animal,helmet,93,13,>
1330,screw,bench,0,229,<
1331,orange,ear,515,46,>
1332,basket,shelf,89,249,<
1333,bus,bottle,99,12,>
1334,blender,pot,142,27,>
1335,train,wood,473,184,>
1336,vegetable,cucumber,463,98,>
1337,coat,zipper,158,9,>
1338,dog,giraffe,18,118,<
1339,sign,roll,79,33,>
1340,flag,glove,188,73,>
1341,soccer,car,162,4,>
1342,milk,shirt,22,87,<
1343,bat,car,209,79,>
1344,stripe,day time,1,117,<
1345,fire extinguisher,window,41,98,<
1346,pedestrian,bike,36,155,<
1347,ski,girl,93,31,>
1348,table,quilt,21,90,<
1349,lampshade,cat,40,95,<
1350,dress,watch,343,35,>
1351,horse,truck,1181,471,>
1352,wood,stem,85,22,>
1353,sleeve,flower,81,31,>
1354,letter,court,17,526,<
1355,eye,bus,10,99,<
1356,burger,ketchup,91,31,>
1357,bag,pen,354,24,>
1358,body,stone,88,12,>
1359,runway,door,176,7,>
1360,tissue,dog,24,119,<
1361,shoe,sport,10,98,<
1362,hook,shirt,17,88,<
1363,flower,elephant,127,1226,<
1364,bedspread,mirror,142,33,>
1365,window,rider,27,85,<
1366,tie,handkerchief,170,6,>
1367,tree,litter,111,8,>
1368,wing,eagle,36,119,<
1369,hotdog,sign,102,25,>
1370,door,toddler,29,73,<
1371,ear,calf,26,491,<
1372,fork,tine,228,5,>
1373,horse,jockey,2091,856,>
1374,foam,dog,93,302,<
1375,bird,peck,287,5,>
1376,tree,mouth,1663,86,>
1377,soap,tile,53,277,<
1378,bottle,cooler,31,178,<
1379,horse,cap,2114,150,>
1380,horse,hat,14295,1092,>
1381,skirt,kite,46,300,<
1382,park,wheel,139,8,>
1383,cd,table,23,107,<
1384,coke,table,8,108,<
1385,couple,shoe,427,46,>
1386,drain,towel,15,368,<
1387,boat,foot,130,28,>
1388,desk,printer,370,48,>
1389,shoe,pole,387,1154,<
1390,candle,couch,21,649,<
1391,veggie,bowl,79,337,<
1392,boat,motor,1257,50,>
1393,roll,cat,32,163,<
1394,knife,crumb,283,53,>
1395,ship,sign,136,53,>
1396,slice,design,177,51,>
1397,paper,onion,303,88,>
1398,cloth,spoon,140,48,>
1399,shirt,marker,203,25,>
1400,cup,blender,29,228,<
1401,backpack,strap,554,31,>
1402,foliage,flower,246,64,>
1403,tire,vehicle,283,2035,<
1404,kite,boat,782,173,>
1405,blanket,knob,187,0,>
1406,towel,toilet,1016,5038,<
1407,symbol,wave,4,206,<
1408,cabinet,shoe,124,18,>
1409,window,officer,27,178,<
1410,coat,number,245,37,>
1411,balcony,house,44,257,<
1412,knife,copper,108,7,>
1413,bowl,steel,36,89,<
1414,sock,wood,11,151,<
1415,sheep,light,333,111,>
1416,towel,wood,162,465,<
1417,kitten,rug,97,33,>
1418,horn,herd,2,232,<
1419,baby,orange,169,44,>
1420,cat,nostril,118,0,>
1421,car,lock,109,2,>
1422,mug,microwave,10,204,<
1423,watch,surf board,8,187,<
1424,pant,letter,2030,186,>
1425,key,keyboard,308,7793,<
1426,batter,sock,575,58,>
1427,pant,snow boarding,8,119,<
1428,guy,paper,197,63,>
1429,bracelet,helmet,26,103,<
1430,sign,mat,25,93,<
1431,phone,bench,255,637,<
1432,traffic,bicycle,79,26,>
1433,surfer,tip,638,21,>
1434,elephant,head,1010,139,>
1435,pipe,toilet,302,2879,<
1436,panel,cord,76,24,>
1437,bike,dress,290,90,>
1438,hat,vest,324,1021,<
1439,pair,photograph,30,114,<
1440,cloth,pizza,119,377,<
1441,turkey,bowl,102,9,>
1442,boat,paddle,974,302,>
1443,cover,mirror,53,124,<
1444,lamp,luggage,25,76,<
1445,toilet,towel,5038,1016,>
1446,table,strawberry,397,108,>
1447,handle,spatula,16,116,<
1448,ear,ripple,85,262,<
1449,border,number,241,24,>
1450,dog,trail,52,135,<
1451,rose,table cloth,28,95,<
1452,t-shirt,logo,527,51,>
1453,sheep,dog nose,176,9,>
1454,skier,flag,1125,325,>
1455,faucet,toilet,74,2705,<
1456,store,shoe,162,7,>
1457,crumb,spoon,21,92,<
1458,kite,sleeve,224,61,>
1459,handle,container,188,527,<
1460,blanket,drawer,326,40,>
1461,television,comforter,29,101,<
1462,rail,glass,110,36,>
1463,bowl,mustard,80,27,>
1464,claw,branch,15,112,<
1465,bicycle,planter,121,19,>
1466,backpack,desk,13,101,<
1467,letter,light,860,2798,<
1468,plate,family,2,119,<
1469,backpack,zipper,335,7,>
1470,letter,bar,57,332,<
1471,plate,receipt,148,39,>
1472,curtain,statue,126,14,>
1473,tennis,tape,136,16,>
1474,letter,day,8,244,<
1475,pot,spot,121,16,>
1476,shirt,apple,1004,307,>
1477,figure,cake,20,116,<
1478,lamp,baby,32,177,<
1479,sign,produce,9,98,<
1480,bag,hole,186,36,>
1481,pumpkin,cat,70,239,<
1482,hydrant,flower,300,46,>
1483,pant,officer,25,92,<
1484,keyboard,drawer,94,223,<
1485,container,building,114,289,<
1486,plant,hole,190,13,>
1487,tie,gown,16,108,<
1488,base,blender,32,85,<
1489,suit,plant,190,44,>
1490,hole,box,29,312,<
1491,napkin,bottom,151,32,>
1492,horse,hand,1800,236,>
1493,sheep,sheep nose,2454,30,>
1494,bottle,building,66,241,<
1495,poster,truck,26,96,<
1496,hand,icing,144,54,>
1497,dish,carrot,628,103,>
1498,house,beach,229,544,<
1499,bread,object,76,25,>
1500,utensil,door,19,115,<
1501,cellphone,bracelet,169,31,>
1502,hand,gate,21,129,<
1503,cat nose,bed,0,114,<
1504,truck,shoe,603,160,>
1505,flag,ramp,12,135,<
1506,stair,hat,369,65,>
1507,counter,sign,406,133,>
1508,selfie,tie,159,2,>
1509,garage,light,104,9,>
1510,hand,eyebrow,374,10,>
1511,car,frisbee,508,1212,<
1512,arrow,traffic,8,112,<
1513,banana,cat,125,437,<
1514,surface,ball,95,24,>
1515,track,vest,117,17,>
1516,spot,table cloth,8,101,<
1517,kid,bush,130,46,>
1518,tree,tongue,221,64,>
1519,portion,dish,16,93,<
1520,lunch,glass,171,15,>
1521,vanity,towel,269,12,>
1522,pillow,stack,453,186,>
1523,mask,batter,24,408,<
1524,cream,bowl,74,204,<
1525,stubble,tie,25,106,<
1526,wave,leg,1855,98,>
1527,visor,shirt,228,1329,<
1528,sign,worker,54,136,<
1529,button,lamp,33,406,<
1530,hand,foam,22,212,<
1531,switch,handle,28,89,<
1532,magazine,toilet,35,184,<
1533,candle,flame,321,40,>
1534,pebble,baby,2,100,<
1535,tower,beach,23,78,<
1536,train,snow,1370,549,>
1537,lamp,tree,226,1037,<
1538,meat,stem,115,6,>
1539,seat,engine,39,91,<
1540,light,symbol,180,61,>
1541,board,bottle,586,84,>
1542,eye,scarf,28,462,<
1543,tail,zebras,15,106,<
1544,shoe,coat,175,1627,<
1545,horse,collar,366,15,>
1546,cattle,cow,2259,568,>
1547,plate,couch,48,428,<
1548,bush,hoof,142,12,>
1549,tv,stand,190,81,>
1550,display,handle,89,22,>
1551,dot,bed,3,320,<
1552,jacket,mug,109,2,>
1553,marquee,bus,8,103,<
1554,camera,vase,29,80,<
1555,rider,jacket,298,93,>
1556,outfit,ear,143,3,>
1557,truck,barrel,253,35,>
1558,mirror,design,357,112,>
1559,switch,window,18,709,<
1560,tire,advertisement,23,111,<
1561,elephant,ear,21022,2443,>
1562,bunch,tip,121,1,>
1563,pool,frisbee,116,8,>
1564,jean,fabric,81,24,>
1565,mountain,bull,84,33,>
1566,boot,outfit,11,139,<
1567,foot,skirt,54,142,<
1568,bar,letter,332,57,>
1569,shirt,guy,3274,8936,<
1570,apron,towel,170,19,>
1571,shower,sink,473,97,>
1572,wine,necklace,93,11,>
1573,kid,sign,531,154,>
1574,hill,tent,118,13,>
1575,skin,sheep,1,99,<
1576,flag,outfit,40,118,<
1577,nut,table,45,113,<
1578,curtain,collar,145,13,>
1579,tail,surfer,11,97,<
1580,pan,onion,130,31,>
1581,beard,board,29,81,<
1582,woman,door,33,133,<
1583,pebble,vase,7,110,<
1584,ear,brick,88,262,<
1585,skier,object,102,31,>
1586,finger,camera,44,236,<
1587,tap,toilet,7,380,<
1588,store,box,94,16,>
1589,store,horse,23,84,<
1590,cup,guy,26,554,<
1591,shot,building,116,15,>
1592,robe,shirt,173,72,>
1593,sandwich,surface,166,20,>
1594,speaker,printer,21,147,<
1595,pear,banana,138,331,<
1596,tan,arm,140,57,>
1597,sink,glass,853,233,>
1598,cord,television,55,664,<
1599,glass,bike,179,745,<
1600,keyboard,watch,104,9,>
1601,train,truss,154,29,>
1602,onion,veggie,45,138,<
1603,smile,table,17,140,<
1604,cap,kitchen,6,99,<
1605,logo,sleeve,8,145,<
1606,basket,bottom,116,48,>
1607,tattoo,elephant,16,183,<
1608,fur,bench,9,155,<
1609,handle,mirror,62,1571,<
1610,pizza,burner,207,12,>
1611,knob,faucet,68,190,<
1612,bench,ring,201,23,>
1613,cat,bell,741,7,>
1614,thumb,table,46,137,<
1615,bridge,pole,1137,229,>
1616,overpass,train,154,413,<
1617,car,sneaker,328,107,>
1618,watch,sign,98,263,<
1619,sticker,snow,53,229,<
1620,umbrella,graffiti,256,77,>
1621,object,wood,70,282,<
1622,surface,stem,108,23,>
1623,sticker,lemon,26,110,<
1624,shoe,stroller,20,122,<
1625,house,tail,135,35,>
1626,cathedral,building,86,35,>
1627,eye,frame,11,154,<
1628,bed,bear,646,170,>
1629,swimmer,surfer,44,154,<
1630,boat,sleeve,85,16,>
1631,counter,book,108,40,>
1632,table,stain,160,19,>
1633,hook,tile,26,110,<
1634,bird,landscape,7,180,<
1635,building,belt,188,16,>
1636,elephant,outfit,415,94,>
1637,mask,pant,33,247,<
1638,truck,star,92,20,>
1639,lamb,horse,16,97,<
1640,candle,slice,37,138,<
1641,wing,duck,68,289,<
1642,engine,tail,104,335,<
1643,pizza,girl,83,18,>
1644,kitchen,blind,141,16,>
1645,flower,lip,113,17,>
1646,fence,handle,319,21,>
1647,cake,hand,1504,466,>
1648,moss,bush,35,108,<
1649,bag,hill,47,149,<
1650,vent,toilet,24,405,<
1651,stem,giraffe,43,108,<
1652,wagon,train,37,134,<
1653,letter,center,65,173,<
1654,fence,ball,1550,353,>
1655,bowl,sticker,377,45,>
1656,stool,tree,31,89,<
1657,post,park,10,96,<
1658,bead,pair,13,115,<
1659,event,pant,99,15,>
1660,olive,container,24,96,<
1661,trolley,door,104,28,>
1662,shot,tree,226,29,>
1663,sofa,head,94,14,>
1664,pepper,rice,36,136,<
1665,button,door,90,1043,<
1666,leaf,vegetable,186,762,<
1667,stripe,bike,175,534,<
1668,horse,bell,266,2,>
1669,shirt,sauce,466,73,>
1670,bottle,eye,443,44,>
1671,cow,milk,223,35,>
1672,bulb,shirt,39,236,<
1673,giraffe,skin,234,54,>
1674,pepperoni,table,152,367,<
1675,sink,pipe,1301,146,>
1676,toast,cup,179,35,>
1677,dirt,sock,444,109,>
1678,lettering,jet,9,96,<
1679,bag,mouse,256,28,>
1680,vegetation,leg,127,18,>
1681,dirt,bucket,115,17,>
1682,monitor,glass,297,109,>
1683,handle,fabric,56,174,<
1684,cat,paw,4549,377,>
1685,tree,number,6788,470,>
1686,stump,giraffe,17,326,<
1687,tree,label,251,32,>
1688,suit,bow tie,351,18,>
1689,jean,pocket,331,10,>
1690,slide,stone,98,17,>
1691,light,policeman,12,189,<
1692,tree,duck,1051,276,>
1693,pillow,wheel,137,19,>
1694,sofa,orange,95,17,>
1695,dot,board,30,138,<
1696,gate,zebra,109,349,<
1697,car,rubber,114,14,>
1698,portion,guy,27,75,<
1699,highway,car,491,47,>
1700,clothing,tree,166,454,<
1701,rope,railing,30,80,<
1702,spot,sign,202,633,<
1703,field,hand,830,63,>
1704,mouse,monitor,94,2757,<
1705,comforter,curtain,458,169,>
1706,stove,rug,120,50,>
1707,skier,hill,518,1736,<
1708,hat,whisker,122,28,>
1709,rubber,bike,13,146,<
1710,hill,vest,111,14,>
1711,bear,twig,424,103,>
1712,forest,glove,159,13,>
1713,straw,cat,23,83,<
1714,family,umbrella,145,44,>
1715,counter,paper,192,80,>
1716,hoodie,purse,81,31,>
1717,tomato,meal,4,261,<
1718,taillight,car,43,1166,<
1719,slope,bottom,84,22,>
1720,head light,bike,11,159,<
1721,lunch,bowl,150,1,>
1722,pole,surfer,46,133,<
1723,eye,tennis,4,264,<
1724,bucket,skirt,20,87,<
1725,car,ring,133,36,>
1726,suit,crowd,56,149,<
1727,antelope,elephant,26,85,<
1728,dog,number,743,61,>
1729,pair,ear,1338,154,>
1730,arm,soccer,5,103,<
1731,pole,ear,811,146,>
1732,logo,van,40,249,<
1733,book,railing,31,115,<
1734,girl,banana,36,101,<
1735,sticker,suit,1,105,<
1736,cabinet,wheel,150,13,>
1737,plug,sink,4,110,<
1738,wood,tomato,231,31,>
1739,stack,backpack,32,95,<
1740,shirt,potato,148,53,>
1741,child,snow,26,97,<
1742,phone,tv,42,287,<
1743,pigeon,beak,201,2,>
1744,keyboard,phone,909,227,>
1745,tape,shirt,83,316,<
