,o1,o2,>,<,typical
747,bus entry door,town car,43,119,<
748,dog whisker,sheep dog,23,93,<
749,baby tree,horse,56,64,">,<"
750,skier face,snowboard,4,178,<
751,office building,glass window,169,3,>
752,chili cheese dog,bread plate,95,26,>
753,dozen donut,chocolate frosting,322,81,>
754,eyeglass,eye glass,125,59,">,<"
755,calico cat,amber eye,172,0,>
756,grape,fruit,95,334,<
757,tree trunk,pine forest,13,146,<
758,bus number,coach bus,2,126,<
759,umbrella,scooter,44,65,">,<"
760,top,tree,247,513,">,<"
761,clock,part,211,90,>
762,batter shirt,bleacher,40,153,<
763,pinstripe shirt,dress shirt,67,118,">,<"
764,tennis player,clock,146,15,>
765,laptop,sandal,90,10,>
766,soccer sock,ball player,39,277,<
767,stone,grass patch,126,93,">,<"
768,beach flying kite,lizard kite,266,267,">,<"
769,sunlight,cat,72,149,">,<"
770,bed sheet,towel,171,33,>
771,field front,zebra stripe,268,49,>
772,mirror frame,towel,127,28,>
773,street bench,shade tree,202,371,">,<"
774,airplane,airplane cockpit,160,6,>
775,stereo speaker,television screen,14,130,<
776,building window,plant,22,88,<
777,tree branch,birch tree,12,99,<
778,sausage pizza,ground meat,429,86,>
779,baseball bat,base ball hat,639,157,>
780,airplane shadow,air front,79,23,>
781,cake,sunglass,99,10,>
782,table umbrella,flower,92,44,">,<"
783,vest,letter,107,1,>
784,bat batter,umpire uniform,174,145,">,<"
785,field front,conifer tree,83,26,>
786,moss,sheep,40,101,<
787,town car,garbage bag,241,30,>
788,water bottle,coca cola umbrella,4,111,<
789,train car number,train engine,0,158,<
790,jet airplane,iron leaf,204,0,>
791,police bike,police officer,93,140,">,<"
792,pair,surfer riding wave,1,104,<
793,freezer part,steak knife,20,258,<
794,part,cell phone,209,895,<
795,view,focus tree,207,126,">,<"
796,skateboarder,skateboard helmet,137,17,>
797,tennis ball,group,35,247,<
798,skier face,powder snow,37,457,<
799,bunch banana,banana bus,43,105,<
800,parking symbol,street sign,16,130,<
801,focus tree,truck tire,102,5,>
802,skier,rock building,80,87,">,<"
803,giraffe neck,body part,90,24,>
804,picnic bench,shoe,195,5,>
805,chocolate cupcake,velvet cupcake,82,138,">,<"
806,stripe shirt,baby,71,126,">,<"
807,window pane,window frame,58,150,<
808,letter,phone book,3,136,<
809,counter top,towel,216,101,">,<"
810,bus stop bench,brick,279,62,>
811,wine glass,suit jacket,59,111,">,<"
812,ski mountain,edge,124,11,>
813,tail plane,bush tree,96,29,>
814,group,bunch tree,118,27,>
815,home plate umpire,dirt circle,40,75,">,<"
816,statue,shade tree,21,132,<
817,jean,kite tail,63,81,">,<"
818,street light,city,13,141,<
819,grizzly bear,zoo animal,148,90,">,<"
820,horse head,field front,45,108,<
821,bus route sign,bicycle,89,79,">,<"
822,dessert,pastry,105,60,">,<"
823,train wire,railroad track,85,70,">,<"
824,scissors,mac laptop,0,148,<
825,cat mouth,cat ear,43,170,<
826,food plate,onion ring,131,22,>
827,zebras,zebra mane,79,42,">,<"
828,room light,length mirror,25,178,<
829,dog shirt,pair,86,17,>
830,frisbee,ball field,93,413,<
831,dog,grass elephant,29,74,<
832,maple tree,building front,169,60,>
833,stop sign,tip top,118,15,>
834,glass window,age building,9,278,<
835,towel,towel holder,137,48,>
836,conifer tree,freight train,132,260,">,<"
837,window glass,dog,47,63,">,<"
838,polo shirt,tv,167,93,">,<"
839,car,car brake light,218,20,>
840,adult elephant,bird,118,15,>
841,tennis racket,tennis pitch,39,97,<
842,cake,kitchen table,123,134,">,<"
843,suit case,metal suitcase,83,23,>
844,football player,football,120,25,>
845,powder snow,baby,87,27,>
846,pillow,window building,41,63,">,<"
847,chair cat,laptop computer,120,117,">,<"
848,tuxedo cat,cat body,206,93,">,<"
849,flower,dandelion,61,139,">,<"
850,fron tire,street bike,13,106,<
851,banana bunch,market umbrella,56,67,">,<"
852,sunglass,towel,37,139,<
853,tennis court,tennis uniform,103,34,>
854,bathroom mirror,floor tile,167,52,>
855,bus window,tail light,85,43,">,<"
856,cell phone,earphone,56,93,">,<"
857,sheep head,group,7,327,<
858,rock stone,bear,96,237,<
859,luggage,shoe,353,49,>
860,lamp post,building window,366,46,>
861,doubledecker bus,decker tour bus,33,71,">,<"
862,batter shirt,hat,90,33,>
863,fence wire,mom giraffe,26,173,<
864,bag,bean bag,59,55,">,<"
865,olive,pizza pan,4,131,<
866,knife,fork,92,46,">,<"
867,ring,hand,8,143,<
868,powder snow,ski clothe,170,229,">,<"
869,kite string,beach flying kite,118,133,">,<"
870,lamp,tv set,40,86,">,<"
871,elephant,helmet,146,7,>
872,street sign,parking symbol,130,16,>
873,storage building,truck front,68,32,">,<"
874,tree branch,powder snow,238,333,">,<"
875,kitchen cabinet,refrigerator,193,391,">,<"
876,bird leg,part,87,58,">,<"
877,front,giraffe mane,117,17,>
878,ferry boat,life boat,85,77,">,<"
879,group,person head,862,8,>
880,pant,elephant,111,1004,<
881,snow,branch,94,50,">,<"
882,cattle,bull,130,19,>
883,wave,water body,468,2108,<
884,pair,flip phone,67,40,">,<"
885,zebra,gravel,84,16,>
886,bud vase,flower stem,210,34,>
887,pair,safari hat,62,54,">,<"
888,child shirt,child eye,116,1,>
889,protest sign,umbrella,32,71,">,<"
890,focus tree,zebra leg,116,16,>
891,flower,awning,36,79,">,<"
892,safari hat,mom elephant,5,105,<
893,city clock,clock pole,59,66,">,<"
894,hill,bench,87,26,>
895,food plate,water glass,521,29,>
896,flop shoe,frisbee,32,113,<
897,front,bike wheel,61,75,">,<"
898,giraffe enclosure,giraffe leg,101,2,>
899,surf,board surfer,121,123,">,<"
900,metal,set,29,90,<
901,lamp,dresser,16,226,<
902,passenger train window,conifer tree,8,216,<
903,sunglass,camera bag,24,99,<
904,focus tree,person hand,165,22,>
905,tree,street light,1288,313,>
906,animal ear,fence post,33,128,<
907,boulder rock,snow patch,52,68,">,<"
908,bush,view,75,128,">,<"
909,flag,city clock,65,259,<
910,story house,trim window,194,3,>
911,rim glass,napkin,1,100,<
912,lamp,library book,169,64,>
913,jacket,crowd,129,474,<
914,bicycle,group,277,687,<
915,street sign,motel sign,40,60,">,<"
916,stove temperature knob,stove front,51,204,<
917,part,soccer shoe,54,100,">,<"
918,jean,decker train,11,94,<
919,computer mouse,front,30,202,<
920,computer screen,work desk,29,103,<
921,ski sign,handicap skier,46,97,">,<"
922,wetsuit pant,water body,6,169,<
923,car,city bench,20,109,<
924,model airplane,plane tail,135,5,>
925,cockpit,airway plane,1,106,<
926,living room door,curtain,101,75,">,<"
927,adult sheep,grass patch,168,12,>
928,towel,soap bar,313,0,>
929,fence,grass patch,387,99,>
930,sandwich plate,plate rim,142,15,>
931,sundress,shirt,130,96,">,<"
932,index finger,hand,14,112,<
933,tail wing,jet plane,7,97,<
934,souffle cup,table top,30,95,<
935,girl riding horse,polo shirt,201,21,>
936,platform bed,nightstand,110,4,>
937,pitcher,baseball uniform shirt,246,62,>
938,television,tv,301,322,">,<"
939,flower,pole top,89,51,">,<"
940,tank top,tennis court,53,411,<
941,apple slice,banana,43,143,<
942,pizza plate,breakfast pizza,80,123,">,<"
943,runway sign,airport building,7,112,<
944,pair,skateboarding sneaker,208,65,>
945,shade tree,pole street sign,198,21,>
946,pond,water body,120,73,">,<"
947,tree,bench,322,240,">,<"
948,stop sign,traffic signal pole,65,45,">,<"
949,adult bird,wing feather,356,47,>
950,tennis court fence,tennis skirt,72,30,>
951,animal mouth,teddy bear,2,200,<
952,dish food,peice,100,3,>
953,nostril,ear,1,105,<
954,city building,apartment window,145,9,>
955,suv,office window,254,16,>
956,boat window,part,73,44,">,<"
957,bacon,pizza crust,41,86,">,<"
958,metal,animal ear,106,11,>
959,sheep leg,sheep body,16,101,<
960,kitchen stove,microwave door,128,42,>
961,tuxedo cat,calico cat,187,380,">,<"
962,pair,tennis racket,880,2267,<
963,baseball player,person head,437,14,>
964,cell phone,street bench,108,338,<
965,mom giraffe,tree giraffe,489,290,">,<"
966,clock number,pole clock,5,221,<
967,pant,arm,126,121,">,<"
968,tail,dog,47,702,<
969,nike hat,player pant,28,75,<
970,window glass,rain umbrella,16,127,<
971,beard,arm,23,130,<
972,shirt,pair,1732,544,>
973,crt monitor,mac keyboard,122,27,>
974,tennis player,pair,2609,254,>
975,umpire uniform,baseball player pant,112,40,>
976,spinach leaf,cheese pizza,14,99,<
977,sign letter,concrete,11,124,<
978,ocean beach,rock,484,179,>
979,stone church,tower clock,155,1,>
980,zoo animal,fur,284,33,>
981,spoon,dinner plate,11,100,<
982,statue,office window,120,8,>
983,plant stem,plant leaf,42,72,">,<"
984,dress shirt,necklace,247,29,>
985,dairy cow,cow face,286,38,>
986,tail light,bulldog,5,107,<
987,anniversary cake,table cloth,84,58,">,<"
988,batter shirt,grass patch,264,87,>
989,bathroom sink,tissue box,269,2,>
990,ski glove,ski coat,21,122,<
991,mozzarella cheese,hotdog,17,100,<
992,letter,anniversary cake,3,119,<
993,skating shoe,skateboarder,15,228,<
994,delta plane,airplane wing,219,55,>
995,horse,horse hoof,1160,10,>
996,surfboard,tank top,144,30,>
997,snack food,food container,171,70,>
998,fall leaf,tree branch,47,64,">,<"
999,purse,sweat jacket,14,99,<
1000,apron,tile,118,13,>
1001,water edge,group,8,109,<
1002,tree giraffe,rock,165,20,>
1003,road car,motorcycle,148,257,">,<"
1004,bat batter,person head,145,0,>
1005,food plate,meat,548,154,>
1006,auditorium seat,stage light,110,9,>
1007,ski hat,mountain,4,119,<
1008,motorcycle wheel,cop car,78,95,">,<"
1009,row window,glass window,487,271,">,<"
1010,t-shirt,bunch,33,103,<
1011,wine bottle,group,30,319,<
1012,bunch banana,package,82,46,">,<"
1013,girl jacket,face kite,15,161,<
1014,gala apple,table cloth,55,68,">,<"
1015,mountain,person head,110,7,>
1016,glass window,commuter train,4,212,<
1017,cross country skier,spruce tree,346,373,">,<"
1018,mozzarella cheese,pepperoni,87,136,">,<"
1019,fork handle,dinner fork,24,148,<
1020,soccer goal,ball,63,37,">,<"
1021,plaid couch,pillow,110,4,>
1022,blanket,pant kid,13,107,<
1023,part,cow leg,87,64,">,<"
1024,skier,snowboard,532,349,">,<"
1025,t-shirt,batter hand,304,67,>
1026,jacket,bus stop sign,86,16,>
1027,portion,leaf,118,40,>
1028,sea foam,sea bird,101,77,">,<"
1029,orange,grass patch,86,76,">,<"
1030,pizza plate,pizza dish,86,112,">,<"
1031,roof,street light,64,45,">,<"
1032,surfboard riding wave,surfing board,115,16,>
1033,metal,polo shirt,70,56,">,<"
1034,skateboarding helmet,skateboard top,16,84,<
1035,shag rug,baby,46,69,">,<"
1036,grove tree,tree trunk,352,116,>
1037,base ball hat,pitcher,58,850,<
1038,knee pad,skateboard top,34,85,<
1039,bush,spruce tree,47,112,<
1040,beach front,board surfer,386,201,">,<"
1041,skateboard,skateboarding helmet,1193,211,>
1042,walk sign,sign letter,114,7,>
1043,passenger bus window,city transit bus,5,141,<
1044,pant,shade tree,75,469,<
1045,t-shirt,work shirt,55,65,">,<"
1046,surfing suit,surfboard cord,98,25,>
1047,egg,tablecloth,63,88,">,<"
1048,orange,elephant,42,164,<
1049,giraffe,giraffe leg,5838,686,>
1050,fishing boat,boat cabin,310,23,>
1051,lot,cow,185,53,>
1052,plane nose,air canada plane,20,411,<
1053,ski track,kid,92,54,">,<"
1054,ski pant,spruce tree,235,778,<
1055,puppy,toy dog,381,346,">,<"
1056,group,root vegetable,83,75,">,<"
1057,plaid shirt,hat,150,74,">,<"
1058,window side,cat,32,70,">,<"
1059,baseball cap,arm,55,99,">,<"
1060,hand,tank top,42,161,<
1061,ketchup stripe,pillow,36,77,">,<"
1062,jean,metal fence,59,238,<
1063,glass,spoon,227,127,">,<"
1064,freezer part,sink edge,64,80,">,<"
1065,pine leaf,shade tree,34,186,<
1066,group,box car,98,16,>
1067,chair cat,edge,408,28,>
1068,seagull,part,149,58,>
1069,teaspoon,plate top,64,125,">,<"
1070,paint horse,water bird,171,16,>
1071,tv,window reflection,106,9,>
1072,mirror,ceiling fan,85,75,">,<"
1073,railway track,train,41,69,">,<"
1074,surfboard,kite surfer,22,88,<
1075,table cloth,table plate,150,23,>
1076,baseball,helmet kid,66,89,">,<"
1077,lamp shade,area carpet,13,182,<
1078,bird,group,257,989,<
1079,buildinga building,street number,192,6,>
1080,toilet base,toilet seat,104,236,">,<"
1081,tanker truck,airport truck,71,38,">,<"
1082,downhill ski,ski helmet,361,16,>
1083,banana,plenty vegetable,45,65,">,<"
1084,fence wire,fence post,152,46,>
1085,jacket,dozen donut,139,17,>
1086,rock bird,bird head,878,41,>
1087,couch pillow,suede couch,8,255,<
1088,engine train,ladder,92,13,>
1089,bird eye,bird tail feather,8,264,<
1090,plane tire,air canada airplane,3,175,<
1091,umbrella,rain jacket,495,132,>
1092,twin size bed,hotel bed,77,52,">,<"
1093,cake top,chocolate cake,123,577,<
1094,giraffe spot,zoo,0,143,<
1095,traffic light sign,tree,35,259,<
1096,mouth,surfboard,7,299,<
1097,purse,raincoat,68,138,">,<"
1098,fruit pile,food bag,190,63,>
1099,decker train,rail train,489,558,">,<"
1100,bird kite,kite,97,69,">,<"
1101,cockpit window,delta airplane,1,283,<
1102,celery,broccoli,42,90,">,<"
1103,windshield wiper,service bus,7,100,<
1104,racing suit,motorcycle,25,75,<
1105,plane body,part,147,15,>
1106,city transit bus,road side,114,46,>
1107,flip phone,index finger,177,16,>
1108,hoop earring,tennis racket,1,151,<
1109,tower top,statue,74,79,">,<"
1110,train window,rail train,49,1244,<
1111,license plate,palm tree,3,150,<
1112,backpack,elephant,27,219,<
1113,bread knife,food plate,18,115,<
1114,guy,air front,60,43,">,<"
1115,shower curtain,toilet paper holder,179,1,>
1116,street car,trolley car,44,56,">,<"
1117,snowboard jacket,snow mountain,17,117,<
1118,muscle shirt,skate board wheel,130,6,>
1119,laptop,computer mouse,871,46,>
1120,section,road side,51,65,">,<"
1121,kitchen,house plant,140,12,>
1122,tennis shoe,outfield fence,12,131,<
1123,tail end,acacia tree,3,135,<
1124,sox player,baseball uniform pant,71,83,">,<"
1125,couple,skateboard,91,119,">,<"
1126,fruit pile,market sign,271,83,>
1127,beach umbrella,duck,104,12,>
1128,blood orange,glass bowl,41,62,">,<"
1129,denim jean,person skateboard,66,87,">,<"
1130,elephant trunk,elephant mouth,509,41,>
1131,mama giraffe,baby giraffe,395,251,">,<"
1132,fork,condiment cup,100,73,">,<"
1133,soda bottle,pizza,18,100,<
1134,town car,street sign,2328,1638,">,<"
1135,streetlight pole,shade tree,12,116,<
1136,surface table,laptop computer,216,175,">,<"
1137,bow tie,ear,145,26,>
1138,horse rider,girl riding horse,74,196,<
1139,ski mountain,orange,111,7,>
1140,person thumb,bunch banana,3,97,<
1141,tree trunk,elephant eye,286,8,>
1142,chair cat,computer desk,26,74,<
1143,table top,fork,383,184,">,<"
1144,wii,sofa,89,115,">,<"
1145,toilet,shower nozzle,127,8,>
1146,baseball player,sox logo,631,53,>
1147,airline name,air canada plane,9,227,<
1148,rail train,train roof,356,117,>
1149,skateboarder arm,skate ramp,20,130,<
1150,adult zebra,zebra belly,1484,100,>
1151,mama giraffe,tree giraffe,56,80,">,<"
1152,metal fence,bench,108,46,>
1153,tuxedo cat,comforter,80,112,">,<"
1154,house,skateboard,142,137,">,<"
1155,safety jacket,motorcycle,41,303,<
1156,night light,street light,57,49,">,<"
1157,baby carrot,plenty vegetable,76,285,<
1158,toilet cover,toilet seat,74,75,">,<"
1159,part,building roof,103,255,<
1160,baseball game,batter shirt,391,33,>
1161,front,mom elephant,95,175,">,<"
1162,metal,dog,154,197,">,<"
1163,stack,navel orange,263,221,">,<"
1164,cat eye,whisker,89,372,<
1165,hat,suitcase,45,309,<
1166,person leg,polo shirt,9,152,<
1167,suite,surfboard,62,70,">,<"
1168,skiing glove,backpack,52,273,<
1169,tennis player,bench,308,67,>
1170,room window,headboard,103,100,">,<"
1171,toilet seat,handicap sticker,122,8,>
1172,fire hydrant,trash,169,93,">,<"
1173,jacket,trash,90,23,>
1174,doughnut,pastry,252,302,">,<"
1175,grass giraffe,tree branch,289,108,>
1176,headband,pair,41,118,<
1177,towel,cat ear,121,15,>
1178,flower,giraffe spot,155,57,>
1179,pant,tree trunk,99,218,">,<"
1180,tree branch,bunch banana,141,130,">,<"
1181,sign arrow,pole sign,13,111,<
1182,polka dot umbrella,purse,154,25,>
1183,ski,jacket skier,57,131,">,<"
1184,fruit,food,36,69,">,<"
1185,brick building,block letter,108,6,>
1186,group,bear,78,72,">,<"
1187,straw hat,panama hat,104,46,">,<"
1188,mother bear,fur,405,55,>
1189,motorcycle,bus,205,318,">,<"
1190,nike symbol,tennis player,2,247,<
1191,pizza,sunglass,230,32,>
1192,cloth,banana,68,52,">,<"
1193,tennis shoe,skateboard wheel,222,26,>
1194,cabinet door,kitchen table,10,99,<
1195,car tire,cop car,6,180,<
1196,suitcase,backpack,1100,543,">,<"
1197,stop sign,chain link fence,86,170,">,<"
1198,bird wing,rock,20,101,<
1199,building front,motorcycle wheel,47,74,">,<"
1200,bat batter,catcher glove,451,25,>
1201,street lamp,brick,34,96,<
1202,bed comforter,bedroom window,84,26,>
1203,neighborhood watch sign,street light,72,95,">,<"
1204,ear,grass field zebra,20,346,<
1205,crystal glass,sweatshirt,51,222,<
1206,jet engine,delta jet,27,197,<
1207,waterfront,flag,124,38,>
1208,mac book,lettering,86,14,>
1209,train station building,street light,402,71,>
1210,baseball cap,tennis ball,102,203,">,<"
1211,dog,grass section,110,68,">,<"
1212,crystal glass,baby,43,144,<
1213,breast feather,bird tail,108,143,">,<"
1214,room door,luggage,47,53,">,<"
1215,cage door,giraffe spot,154,10,>
1216,platform edge,train door,35,81,">,<"
1217,toilet bowl,floor tile,95,62,">,<"
1218,scooter,tail light,119,6,>
1219,tomato slice,beverage glass,8,109,<
1220,office window,jean,33,175,<
1221,sand hill,beach umbrella,80,36,">,<"
1222,twin size bed,bed lamp,291,6,>
1223,surfing wave,surfing suit,314,66,>
1224,panel truck,door car,263,76,>
1225,baby elephant trunk,elephant tusk,208,70,>
1226,letter,tennis top,8,120,<
1227,dog,toothbrush,65,55,">,<"
1228,herd animal,cattle,99,232,<
1229,tier cake,cake knife,110,21,>
1230,leafless tree,snow,139,40,>
1231,rail train,track,612,405,">,<"
1232,produce table,food container,94,23,>
1233,city building,glass bus window,161,19,>
1234,metal fence,stripe,82,20,>
1235,top,traffic light,120,304,<
1236,government building,office window,103,1,>
1237,pole clock,clock face number,461,8,>
1238,chair cat,belly button,129,5,>
1239,mountain,water surface,90,25,>
1240,zoo pen,zebra,88,19,>
1241,adult zebra,ear,339,0,>
1242,strawberry,chocolate desert,8,134,<
1243,day,rock,95,9,>
1244,water surface,beach,37,65,">,<"
1245,iron leaf,brick apartment building,16,91,<
1246,baby elephant,bird,97,15,>
1247,cat eye,cat face,15,418,<
1248,lettering,brick building,27,129,<
1249,glass window,tan,19,234,<
1250,horse,cobblestone,74,39,">,<"
1251,hedge bush,group,57,54,">,<"
1252,pepper shaker,pizza plate,12,106,<
1253,horse,grass edge,129,59,">,<"
1254,boat house,water ski,63,41,">,<"
1255,bottle top,water bottle,8,128,<
1256,coffee mug,keyboard,44,109,<
1257,shirt,doughnut,51,134,<
1258,pillow,coffe table,51,138,<
1259,pant skier,jacket skier,76,42,">,<"
1260,amtrak train,train track,927,616,">,<"
1261,glass window,view,11,208,<
