,o1,o2,>,<,typical
791,bank sign,bank building,13,103,<
792,leaf,parrot,12,224,<
793,ear,pant,30,450,<
794,wine glass,fishbowl,116,21,>
795,skiing helmet,ski coat,126,367,<
796,living room window,glass part,168,9,>
797,street sign pole,downtown building,58,159,<
798,glass part,couch,39,285,<
799,mom giraffe,grass section,108,32,>
800,farm animal,hat,87,14,>
801,room light,kitchen table,24,105,<
802,mac book,house cat,47,188,<
803,horse,horse foot,394,31,>
804,work shirt,surface table,35,93,<
805,duck eye,toy animal,3,110,<
806,cell phone key,flip phone,4,109,<
807,apartment window,cobblestone,21,171,<
808,traffic light,city building,42,179,<
809,computer keyboard,computer wire,245,89,>
810,pizza slice,pizza piece,475,122,>
811,screen television,curtain,42,179,<
812,couch cushion,curtain,19,128,<
813,lawn,office window,111,8,>
814,station sign,building window,80,21,>
815,ketchup,freezer part,131,23,>
816,baseball umpire,catcher,184,67,>
817,paint horse,horse eye,244,0,>
818,collard shirt,beverage glass,133,47,>
819,sunglass,dress suit,12,234,<
820,airplane tail,air france plane,50,286,<
821,mushroom slice,sausage pizza,1,162,<
822,cat ear,blind,3,165,<
823,claw foot bathtub,bathroom towel,107,4,>
824,door handle,tile,17,116,<
825,duck eye,t-shirt,8,152,<
826,toilet sink,faucet,252,9,>
827,pillow,foot,194,612,<
828,doughnut,donut crumb,112,14,>
829,hazel eye,beard,20,125,<
830,jacket,glass,274,72,>
831,pen,wine glass,58,187,<
832,fruit tree,tennis racquet,84,18,>
833,shot pole,frisbee,90,325,<
834,sheep,firewood,44,132,<
835,grass patch,baby duck,2,148,<
836,motorbike,motorcycle license plate,101,1,>
837,part,step,26,164,<
838,wine bottle,curtain,40,115,<
839,knee pad,skateboard kid,23,195,<
840,giraffe spot,chain link fence,38,389,<
841,collard shirt,face,96,25,>
842,shrub,part,282,45,>
843,coffee cup,sugar,136,26,>
844,outfield fence,baseball uniform pant,251,80,>
845,bush tree,baseball cap,112,3,>
846,breakfast plate,plate top,189,44,>
847,cat nose,pillow,2,229,<
848,skating helmet,skateboard guy,46,236,<
849,passenger train window,focus tree,68,256,<
850,fork,collard shirt,81,408,<
851,downhill skier,ski goggle,261,19,>
852,gravel,part,548,84,>
853,airplane tail,airport,3,97,<
854,wine glass stem,wine glass,32,880,<
855,cat body,cat eye,315,2,>
856,ski hill,metal ski pole,100,3,>
857,group,ice,78,23,>
858,pillow,wii control,163,19,>
859,tuxedo cat,cat neck,229,36,>
860,pant,nike hat,88,34,>
861,batter helmet,bleacher seat,24,78,<
862,market umbrella,shoulder bag,86,17,>
863,suitcase wheel,roller suitcase,18,382,<
864,fir hydrant,bolt,172,2,>
865,tennis,player shoe,188,2,>
866,glass,amber light,138,33,>
867,steam engine train,train engine number,904,15,>
868,box,chair cat,20,80,<
869,license plate,bus windshield,3,845,<
870,metal,rail train,42,127,<
871,bathroom window,glass part,218,39,>
872,shirt,box,39,99,<
873,giraffe tail,giraffe eye,149,11,>
874,mac laptop,picture frame,298,30,>
875,tree bark,animal ear,106,11,>
876,ear,baseball cap,25,224,<
877,train front,steam,77,229,<
878,someone hand,laptop,44,108,<
879,city bench,glass window,242,9,>
880,bedspread,flower,130,4,>
881,bathroom mirror,faucet handle,135,0,>
882,fork side,finger food,31,157,<
883,decker bus,car top,143,13,>
884,bird,door car,66,183,<
885,speed bike,bike seat,155,13,>
886,baseball cleat,baseball player pant,26,183,<
887,forest,water elephant,183,57,>
888,face,guy,24,102,<
889,dog,draft horse,11,174,<
890,headdress,market umbrella,46,219,<
891,pair,lunch plate,28,110,<
892,airplane tail,passenger plane,2,107,<
893,icing,batter hand,24,106,<
894,leaf,bamboo tree,18,101,<
895,living room window,picture frame,147,21,>
896,bread bowl,table food,13,93,<
897,water edge,water bear,13,93,<
898,motorcycle,storefront window,174,12,>
899,bikini,bikini bottom,176,10,>
900,pith,navel orange,4,113,<
901,roof,group,45,146,<
902,air front,glass,98,17,>
903,leaf,kitchen window,22,91,<
904,metal bar,focus tree,25,81,<
905,glass part,room light,45,136,<
906,dog foot,teddy bear,16,205,<
907,crt monitor,macintosh keyboard,129,22,>
908,bunch,lemon,171,40,>
909,ski coat,pant kid,34,85,<
910,water bottle,computer keyboard,9,122,<
911,wii game,jean,192,34,>
912,bus window,bicycle,77,523,<
913,child skateboarding,skateboard,92,8,>
914,wedding gown,bride,39,160,<
915,computer screen,mac laptop,312,820,<
916,pepperoni,pepperoni pizza,222,2178,<
917,rubber bike tire,motorbike,20,107,<
918,ticket window,gate,5,127,<
919,bench,house window,107,9,>
920,freezer part,sandwich portion,19,85,<
921,scroll design,porcelain vase,13,92,<
922,part,breakfast table,6,190,<
923,bike wheel,wheel bike,27,94,<
924,leaf,park bench,99,454,<
925,body part,bear,8,172,<
926,air front,skateboard,107,280,<
927,bagel,bacon,164,31,>
928,wing feather,rock bird,13,306,<
929,chair cat,plastic,118,42,>
930,snow pole,ski hat,100,27,>
931,cheese sauce,chili cheese dog,42,335,<
932,platform light,passenger train,6,111,<
933,license plate,suv,9,430,<
934,skate board wheel,focus tree,33,582,<
935,base ball hat,player pant,19,140,<
936,computer table,controll button,147,8,>
937,ski pole,cross country skier,507,1413,<
938,soda cup,pizza slice,32,162,<
939,cat paw,book,6,104,<
940,grass patch,mom giraffe,159,1117,<
941,table plate,collard shirt,24,93,<
942,shirt button,flip cellphone,23,84,<
943,surfboard,flop shoe,97,22,>
944,graffiti,brick building,26,128,<
945,passenger window,town car,4,252,<
946,skateboard,beanie,145,44,>
947,pick-up truck,truck front,290,34,>
948,soda cup,picnic table,9,98,<
949,town car,metal park bench,2,175,<
950,front,building window,189,30,>
951,elephant eye,mom elephant,23,1064,<
952,speed limit sign,fire hydrant,29,74,<
953,track,stripe bullet train,63,290,<
954,ear,baby elephant tail,105,26,>
955,dog,lot,37,121,<
956,mustard,hotdog,155,1118,<
957,police car,emergency vehicle,32,89,<
958,person hand,baseball bat,9,100,<
959,bus front,bus head light,572,146,>
960,horse,rein,239,43,>
961,bed post,bed sheet,24,84,<
962,sausage dog,dog face,115,25,>
963,toast,breakfast table,31,78,<
964,stove door,cabinet,30,103,<
965,crowd,kid,71,30,>
966,snow,fence post,105,13,>
967,taxi cab,car top,118,6,>
968,sailboat,top,186,15,>
969,brick apartment building,part,97,10,>
970,train car,stone,99,39,>
971,computer wire,apple mouse,107,25,>
972,sundress,sun umbrella,6,168,<
973,track,signal post,97,18,>
974,refrigerator,kitchen towel,206,5,>
975,willow tree,bench,105,20,>
976,powder snow,end tip,185,3,>
977,metal letter,focus tree,16,136,<
978,wire fence,zebra stripe,235,38,>
979,lettering,pant,24,99,<
980,double-decker bus,bus number,966,15,>
981,kitchen cabinet door,kitchen cabinet,19,144,<
982,amtrak train,train identification number,152,5,>
983,pizza slice,tomato slice,176,22,>
984,leather pillow,leather couch,1,105,<
985,end table,cherry wood,22,82,<
986,goose head,duck,24,162,<
987,beer glass,food plate,16,108,<
988,boulder rock,ground elephant,33,107,<
989,adult zebra,desert plant,793,251,>
990,shade tree,player pant,111,41,>
991,shade tree,giraffe,101,31,>
992,palm tree,bottom,156,23,>
993,motorcycle,adult zebra,0,144,<
994,plate design,fork,51,168,<
995,couch pillow,night table,31,73,<
996,nose cone,air canada plane,11,177,<
997,waterfront,street sign,88,30,>
998,pair ski,person leg,182,14,>
999,sign letter,border,68,574,<
1000,frisbee,frisbee golf,1,99,<
1001,police bike,row window,100,10,>
1002,part,ben clock,164,827,<
1003,skating helmet,skate board,74,289,<
1004,tree,pole street sign,320,54,>
1005,pair,winter tree,60,167,<
1006,traffic light,decker city bus,19,108,<
1007,motor cycle helmet,motorbike,97,1624,<
1008,part,fence,45,781,<
1009,train track,train car window,248,18,>
1010,scissors,desk lamp,8,94,<
1011,dog,animal track,38,96,<
1012,rise apartment building,iron leaf,83,19,>
1013,airway plane,airport building,392,109,>
1014,part,sky kite,55,499,<
1015,bike,team shirt,137,16,>
1016,flower stem,rose,31,145,<
1017,bridge,leaf,101,17,>
1018,window front,clock face number,145,3,>
1019,herd animal,antelope,171,23,>
1020,tennis bat,chain link,104,0,>
1021,sun,sign letter,143,17,>
1022,desk,tie,85,16,>
1023,sox player,baseball sock,81,23,>
1024,bush tree,car train,62,163,<
1025,zebras eye,animal ear,46,439,<
1026,rowing boat,willow tree,54,154,<
1027,bank sign,buildinga building,13,104,<
1028,water body,surfer hand,547,14,>
1029,giraffe,grass roof,86,24,>
1030,building window,wall building,22,97,<
1031,baby,elephant leg,176,14,>
1032,person arm,collard shirt,31,213,<
1033,wood,picture frame,114,24,>
1034,marina,sailboat,75,30,>
1035,train track,train station building,1162,409,>
1036,stove handle,tea kettle,17,105,<
1037,suitcase,street edge,86,20,>
1038,nest,baby bird,99,23,>
1039,fence,elephant trunk,131,36,>
1040,pole,zoo animal,44,153,<
1041,bedside lamp,bed headboard,32,290,<
1042,store front,glass window,191,20,>
1043,tail tip,water body,1,210,<
1044,veggie pizza,onion,308,16,>
1045,cross country skier,snow boot,135,0,>
1046,train headlight,trolley train,0,102,<
1047,blind,leather couch,18,94,<
1048,building window,decker bus,8,340,<
1049,starbuck sign,teddy bear,7,102,<
1050,conifer tree,snow mountain,40,164,<
1051,plane,part,160,11,>
1052,batter glove,baseball fan,7,130,<
1053,eyeglass,mac laptop,97,498,<
1054,building front,clock statue,116,27,>
1055,fighter jet,plane cockpit,162,10,>
1056,carpet,chair cat,45,279,<
1057,control tower,airplane,8,99,<
1058,chain link fence,soccer ball,220,37,>
1059,head,herd animal,29,284,<
1060,bus route sign,way traffic sign,0,104,<
1061,bathroom toilet,bathroom door,74,192,<
1062,grizzly bear,head,1165,355,>
1063,plane tail,model plane,3,130,<
1064,swimsuit,board surfer,29,94,<
1065,soda cup,kid,8,149,<
1066,coffee maker,coffee pot,101,38,>
1067,scissors,kite handle,84,35,>
1068,train engine,train head light,548,14,>
1069,water elephant,grass patch,370,56,>
1070,truck front,tree,118,346,<
1071,market umbrella,market sign,374,85,>
1072,watch,stripe shirt,12,112,<
1073,food bin,navel orange,123,21,>
1074,road side,floor window,97,6,>
1075,baseball fan,baseball field,39,108,<
1076,pizza top,tablecloth,40,130,<
1077,chestnut horse,ear,1403,47,>
1078,lighthouse,fishing boat,38,112,<
1079,baseball umpire,baseball uniform shirt,83,23,>
1080,bus advertisement,decker bus,10,291,<
1081,figurine,mac laptop,2,100,<
1082,bell pepper,salad bowl,27,146,<
1083,air canada plane,air canada logo,305,24,>
1084,brick,portion,27,105,<
1085,cop car,tail light,387,41,>
1086,skateboarding trick,skateboarding shoe,108,5,>
1087,air france plane,plane tail,1595,323,>
1088,rim glass,napkin,1,100,<
1089,navel orange,apron,32,124,<
1090,news van,stop sign,78,304,<
1091,tablecloth,cake knife,101,27,>
1092,vintage motorcycle,headlight,100,0,>
1093,drinking spot,spinach pizza,0,113,<
1094,laptop,coffee cup,247,34,>
1095,newspaper,cat,34,172,<
1096,breakfast plate,bacon,476,64,>
1097,tuxedo cat,cat leg,666,124,>
1098,soccer field,soccer ball,1184,98,>
1099,flop shoe,surfboard,22,97,<
1100,truck window,food truck,12,148,<
1101,cake,crystal glass,346,129,>
1102,base umpire,baseball glove,107,18,>
1103,double-decker bus,bus sign,1028,29,>
1104,train,capital print letter,146,0,>
1105,keyboard button,remote control,7,157,<
1106,baseball shoe,baseball uniform,32,853,<
1107,ski jacket,mountain top,107,267,<
1108,couch,length mirror,107,45,>
1109,skate board wheel,skate board,20,647,<
1110,coffee mug,computer monitor,15,658,<
1111,pizza top,bread pizza,8,106,<
1112,tennis net,catcher hand,120,7,>
1113,sea bird,dirt,34,92,<
1114,buildinga building,shop sign,91,9,>
1115,baby eye,mother bear,0,112,<
1116,giraffe fur,giraffe,40,462,<
1117,swim shirt,focus tree,20,83,<
1118,street sign pole,handicap sticker,115,23,>
1119,elephant,tin roof,176,69,>
1120,floor lamp,leather couch,10,159,<
1121,airplane,plane propeller,236,23,>
1122,traffic camera,traffic light,21,99,<
1123,toilet tank lid,bathroom toilet,8,101,<
1124,bus front,passenger bus,22,516,<
1125,clock time,grandfather clock,29,87,<
1126,book bag,part,130,13,>
1127,breakfast table,souffle cup,135,32,>
1128,street car,decker city bus,14,95,<
1129,teddy bear,carpet,115,41,>
1130,bus window,taxi,22,172,<
1131,bus sign,transit bus,5,285,<
1132,ski pant,lady skier,57,327,<
1133,truck tire,lunch truck,8,278,<
1134,bench,boardwalk,19,99,<
1135,motorcycle brake light,police bike,0,112,<
1136,kite,bird body,45,118,<
1137,napkin,spinach pizza,7,328,<
1138,giraffe,giraffe hoof,873,38,>
1139,tennis sneaker,tennis outfit,5,112,<
1140,cheese pizza,cheese pizza slice,401,110,>
1141,cat,cat eye,5273,177,>
1142,ear,rain umbrella,0,159,<
1143,cherry tomato,food,0,111,<
1144,foothill,sheep grazing,126,3,>
1145,restroom sink,shower curtain,20,89,<
1146,controll button,number button,18,83,<
1147,duck beak,bird,16,126,<
1148,pair,toddler,28,177,<
1149,range microwave,freezer part,224,36,>
1150,building roof,building window,379,44,>
1151,toilet side,bath tub,11,104,<
1152,face mask,bat batter,12,250,<
1153,coffee mug,teaspoon,218,45,>
1154,batter hand,onion ring,96,9,>
1155,pasture field,animal ear,158,2,>
1156,bud vase,flower leaf,437,71,>
1157,mac keyboard,base,89,11,>
1158,glass window,window building,39,498,<
1159,banana,glass part,80,22,>
1160,flipper,surfboard,0,109,<
1161,dog,day,10,192,<
1162,buildinga building,rectangle street sign,93,24,>
1163,crt monitor,computer keyboard,205,33,>
1164,clock face,clock face number,3044,130,>
1165,steel kitchen sink,kitchen,3,108,<
1166,statue,horse,21,99,<
1167,part,house plant,44,125,<
1168,building window,cobblestone,25,92,<
1169,player hand,flip phone,85,27,>
1170,house cat,cat toy,176,28,>
1171,hotel room bed,alarm clock,206,0,>
1172,railway bridge,bush tree,25,80,<
1173,clock building,clock statue,229,24,>
1174,mirror,shampoo bottle,104,1,>
1175,boot,hat riding horse,7,105,<
1176,bride,hand,178,15,>
1177,towel ring,toilet,4,176,<
1178,batter glove,base umpire,9,145,<
1179,fry plate,soup bowl,97,35,>
1180,parking meter,instruction,108,9,>
1181,sheep dog,mountain,38,147,<
1182,dirt,dirt field,26,89,<
1183,cabinet,towel,132,55,>
1184,water bird,bird leg,2411,212,>
1185,ben clock,chimney top,133,43,>
1186,breakfast food,tea glass,207,13,>
1187,field front,head,124,22,>
1188,police horse,race number,189,13,>
1189,tennis racket,bandage,109,1,>
1190,table clock,clock number,124,1,>
1191,leaf tree,propeller plane,31,77,<
1192,taxi cab,taxi sign,190,6,>
1193,market umbrella,lettering,281,17,>
1194,round clock,clock hour number,166,3,>
1195,polo shirt,flying kite,26,102,<
1196,box car,baseball player,36,102,<
1197,train front,steam locomotive,0,158,<
1198,teddy bear,picnic table,128,37,>
1199,round tree,tree trunk,91,15,>
1200,clock pole,clock face number,91,12,>
1201,buildinga building,sidewalk brick,125,27,>
1202,river boat,dock,84,28,>
1203,group,skirt,182,30,>
1204,buildinga building,traffic light pole,208,89,>
1205,street light,slot traffic light,95,31,>
1206,keyboard key,number pad,15,134,<
1207,champagne glass,dress suit,8,124,<
1208,bus,passenger bus window,1096,103,>
1209,flower,bedroom door,19,147,<
1210,onion piece,bread piece,33,82,<
1211,elephant,part,1945,135,>
1212,computer tower,computer desk,10,149,<
1213,nike shirt,plane kite,22,92,<
1214,ski coat,snow board,80,191,<
1215,baseball player,pant leg,189,28,>
1216,laptop,laptop mouse,454,57,>
1217,size tree,mountain,25,77,<
1218,cherry wood,ben clock,99,25,>
1219,eyeglass,pillow,31,86,<
1220,ear piece,dog,45,123,<
1221,cellphone woman,cell phone,19,84,<
1222,elephant trunk,herd animal,27,165,<
1223,skateboard trick,skate board wheel,175,0,>
1224,vase,christmas card,100,0,>
1225,surfboard riding wave,surfing board,115,16,>
1226,bathroom mirror,sink top,199,27,>
1227,clock face,tree branch,20,88,<
1228,elephant,chin strap,88,19,>
1229,winter jacket,snow pant,77,24,>
1230,spoon,dinner napkin,23,226,<
1231,ear,person horse,4,228,<
1232,flower,freight train,8,222,<
1233,grass patch,grizzly bear,118,550,<
1234,condiment container,finger food,12,88,<
1235,sleeve shirt,tennis ball,224,82,>
1236,train door,gravel,152,605,<
1237,handicap skier,ski pant,115,41,>
1238,banana,bottom,408,57,>
1239,snowboard jacket,person leg,134,8,>
1240,grass cow,cow pasture,15,119,<
1241,cell phone,kitchen table,18,100,<
1242,graffiti,building front,46,140,<
1243,boulder rock,ram,38,90,<
1244,tennis hat,tennis outfit,17,207,<
1245,lamp post,row window,151,22,>
1246,farm building,herd animal,35,86,<
1247,taxi car,street banner,171,64,>
1248,cake,baby shirt,31,89,<
1249,front,couch,65,204,<
1250,onion,plate food,4,128,<
1251,beach,tank top,115,10,>
1252,surf board,edge,96,15,>
1253,bedside,banana,11,89,<
1254,sock,sofa,5,134,<
1255,dog,dog head,4158,1080,>
1256,suitcase,purse,430,117,>
1257,person horse,ear,228,4,>
1258,wrist watch,pair,15,177,<
1259,food basket,onion,98,20,>
1260,kid head,ear,140,2,>
1261,woman tennis player,letter,97,6,>
1262,motorcycle handlebar,motorcycle wheel,12,136,<
1263,tower window,focus tree,15,118,<
1264,tail tip,mom giraffe,0,264,<
1265,traffic light,railroad traffic light,1316,390,>
1266,base tree,chain,89,11,>
1267,sunglass,crowd,49,566,<
1268,metal,metal letter,108,18,>
1269,track train,train car,243,72,>
1270,kid,base ball hat,171,13,>
1271,horse foot,chestnut horse,11,262,<
1272,elephant,arm,161,21,>
1273,ribbon,sweater,26,87,<
1274,car door,tail light,111,9,>
1275,bell pepper,pizza plate,16,127,<
1276,wine bottle,table napkin,121,46,>
1277,fir tree,snow patch,150,15,>
1278,ear,crowd,8,118,<
1279,bus side,bus wheel,87,24,>
1280,baseball bat,player head,244,28,>
1281,pair,pizza plate,14,90,<
1282,hat,hat riding horse,13,126,<
1283,suit,jacket,137,34,>
1284,surfer riding wave,wave design,104,0,>
1285,pothole,stop sign,10,296,<
1286,focus tree,parking lot light,110,7,>
1287,leaf,bunch,73,245,<
1288,road side,tail light,373,25,>
1289,bathroom toilet,toilet handle,307,5,>
1290,door car,tire rim,124,10,>
1291,hotel building,room window,115,3,>
1292,town car,rise apartment building,34,134,<
1293,train track side,train track,120,403,<
